trading_days_to_expiration,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
6,0.31950765730768566,0.30966832529352456,0.3216594100429299,0.31827018043406663,0.3236521294344386,0.3133691982534651,0.31575725130925847,0.3120365389636482,0.31812771163342335,0.3352162280848207,0.3919672727878178,0.4056334215895555,0.44893181327846343,0.4927634389792381,0.5034647795354924,0.546245574076648,0.5896288103077852,0.6340235869710316,0.37025318697020604
30,0.40273624568264477,0.3979185526454076,0.40338513352533667,0.4022410700407426,0.4015185180875657,0.3971626637375332,0.3970140007503068,0.4030452146883006,0.3983886112688679,0.39989670887688644,0.40704154078249294,0.40829347074660655,0.4171201410898156,0.4376254648846748,0.44326895805801664,0.4653180465030811,0.4904699051271759,0.5144653461224526,0.3954173756839373
49,0.3744234613630223,0.38936850231909775,0.3727448007657937,0.3633655213984061,0.3768287283933581,0.3776677077336302,0.38237551821909116,0.3743147437520446,0.372669937403214,0.3729286690474957,0.37988049595349155,0.3857523111361923,0.3941632183338607,0.3824874907901116,0.3830731365805409,0.38439051892951426,0.39131099994656654,0.39490710527387374,0.42058156439766864
112,0.3376632365913632,0.344013987261986,0.3439505478878036,0.35898164372037844,0.35377854719529417,0.35247222245951165,0.3504532768342893,0.35248334607651394,0.3356065566031251,0.3434065210253898,0.34723808022425257,0.3406465329593324,0.3532028918046895,0.3387459201045934,0.3359876370825043,0.34495410110831304,0.34478851759373824,0.3450889982564747,0.3514597495113463
