trading_days_to_expiration,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8
12,0.5384350014340605,0.31680983816396735,0.3088452621123297,0.30917834166629643,0.3217422951431077,0.31458491749118234,0.3108113608452444,0.31389507451641835,0.30696319351326734,0.3125129535891713,0.3091510679054718,0.3130938777228168,0.2960131637990514,0.3012507453465746,0.3089502839298936,0.31993907230230767,0.3124234694095085
32,0.5384350014340605,0.5106103815859583,0.48660783604303653,0.4572781101478857,0.43700764859502056,0.4232947553412395,0.4054789062000331,0.3900094954613328,0.38082300343102965,0.373361327689375,0.362154545012478,0.35723163386299533,0.35109668692415347,0.34368320920944934,0.3364470111264371,0.33492858012911264,0.31691127749596276
90,0.46455994701069614,0.44335534176141544,0.42746467125078985,0.35104170457740264,0.36332037109042375,0.3598226173310513,0.35369277743199395,0.3517142807391913,0.3428771845853682,0.33857574648691974,0.3368375834286479,0.332636134067771,0.3313864028614318,0.32770004477953946,0.3251713495245578,0.32345613357669467,0.321399085582417
150,0.39068489258733174,0.3761003019368726,0.3683215064585431,0.33639199986025514,0.3386963066595729,0.33692689039421064,0.3332627507248015,0.3284851160398657,0.3250351678520878,0.32192042546992244,0.31696689292619346,0.31639645690110335,0.31188421133181654,0.30769584664310934,0.30494956447550275,0.3079356613230543,0.321399085582417
