trading_days_to_expiration,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
16,0.4363887741559914,0.4318001271589273,0.3553094992485871,0.31433608546398756,0.2709803066428867,0.2890864636530392,0.24087309870835427,0.23921621780792382,0.23527952087114515,0.25409651545140016,0.22228953662853648,0.22028746767019836,0.21443008245333364,0.2220838507728819,0.20845149351688746,0.20959359794645188,0.20593201720344248,0.20786728147198713,0.20473803229461945,0.2076941556612644,0.20508652181052717,0.20779286845049136,0.21379629417575788,0.2128011922419994,0.2233252390247837,0.21439618512857153,0.2285272355251847,0.23192764853252776,0.2517583620593911,0.27043985452315406,0.2845873806335116,0.3110007971721511,0.3242668462115927,0.35592222134676227,0.24428371065084956,0.24150668595394525
32,0.4352416124067254,0.41267747018134227,0.3450661458024372,0.30349714075871237,0.27550684589542485,0.2730712454895097,0.24714583294358275,0.24556205464258118,0.24166123978334628,0.2306217518175296,0.22406375090038022,0.223610343180435,0.2235581895890812,0.2194599469503737,0.21949284739779937,0.22058219672318982,0.21613819014771446,0.2178168112284302,0.2161615004388653,0.21602029043986057,0.2169264855401864,0.21723932271667698,0.22201834419490266,0.22115467988648807,0.22465319262507905,0.22729875095275215,0.23231435927850203,0.23287712985612727,0.24158806075681427,0.2513028975475961,0.2573345901453503,0.27250204991393084,0.2810820565447528,0.29865648800829325,0.25115728278229826,0.24231249416522604
70,0.43409445065745933,0.3935548132037572,0.3348227923562873,0.2926581960534371,0.28003338514796294,0.2570560273259801,0.2534185671788112,0.2519078914772386,0.23486339739775614,0.23629011523347881,0.2318328026556177,0.23243790380092905,0.2279413915955813,0.22867977009450222,0.22928657662229943,0.225979337164648,0.22594867709792416,0.22410808279903313,0.22402516959770816,0.22379791746445987,0.22360699888845748,0.22367324141565645,0.22334840796311395,0.2246241319478005,0.22356625391752796,0.224921839370912,0.22712116140438254,0.22267935370063918,0.2260025140090358,0.22794162255924613,0.230081799657189,0.23400330265571054,0.23789726687791302,0.24139075466982426,0.258030854913747,0.2431183023765068
134,0.43294728890819334,0.37443215622617215,0.32457943891013746,0.2818192513481619,0.28455992440050104,0.24896456301716718,0.24631739249336754,0.24359370617419185,0.24447995642457815,0.22928982593100766,0.24971720403356903,0.2470342390172398,0.24072263897244445,0.24373936617099806,0.24229982023363483,0.24691068022174423,0.24142837789218147,0.23584222704202318,0.23643016619094467,0.23265310989933208,0.23664914645412344,0.23231849551580624,0.23481498204035778,0.23199011304191186,0.23304258900328187,0.23263465619483134,0.23462635753233826,0.23458527494631126,0.2360684004894346,0.23212138313865688,0.2320028909586363,0.23303218847318588,0.23621644772051245,0.23741013851940082,0.2407008777426645,0.24392411058778757
