trading_days_to_expiration,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
17,0.19344014223191747,0.20289652343254172,0.2001885835386533,0.19584390374579444,0.21873118283571158,0.18119920710015952,0.1722212966054979,0.17403547534438152,0.16835628209861703,0.1652508332656032,0.16403534880130702,0.1720553319866731,0.17866975354047063,0.19443116107186412,0.2074490715684703,0.22605674954813837,0.2349781277172031,0.19340385263232857,0.19254800761743318,0.19482580207661637,0.19752097086425635,0.2019075242444421,0.2002643757719066,0.20680278956548817,0.20671082694476942,0.21120189050988777,0.21285518382688165,0.21958136244377083,0.23140115363869102,0.23774933696987033,0.250825250719016,0.2668205082507072,0.27988913316611874,0.2377321625345345
37,0.19344014223191747,0.20604865049941645,0.19823522788506556,0.19504679569937072,0.19087568977418876,0.18938137885199133,0.18747160062463133,0.1884471630827609,0.19068581098567908,0.18564579332992184,0.18406879821117095,0.18480791321692963,0.1832877605597009,0.18498883956684498,0.18233068895472887,0.185827296959362,0.18769023926903472,0.19029449285092634,0.19054504818448922,0.19305378878599522,0.19696380493073334,0.20297547161709456,0.20030645805121242,0.20936689192250899,0.20914725230580808,0.2146507789446437,0.2165575662508637,0.22564802832230388,0.24265373588991326,0.25115719052866,0.26874178573937957,0.29038136035107115,0.3068195784701302,0.23956045700787224
101,0.1965922692987922,0.20409529484582872,0.19743811983864185,0.20294159141148435,0.18765019554951234,0.20687351745476665,0.20152053847372628,0.20604260759864015,0.20015306391133514,0.19824565689453932,0.19761460520168905,0.19762770318942105,0.19932624930158396,0.196682477055814,0.19885451604025342,0.19715998889151168,0.19962257219513302,0.1965539264833211,0.19836982865785865,0.1986353027313024,0.19977162949913724,0.2001802112132949,0.20167458485144651,0.20183797622269212,0.20430411364037593,0.20545041897891753,0.2074480306867047,0.2088959891362465,0.210933629852291,0.21499218067828887,0.21969880404997927,0.2260282425580959,0.23407557358785896,0.24138875148121
166,0.19974439636566696,0.202141939192241,0.19664101179221816,0.21083638712359795,0.18442470132483593,0.2179573978539338,0.21711624519511774,0.21314854288994078,0.21144924224297973,0.2078734437718964,0.20590644540368383,0.20442536804471273,0.20582212754774692,0.20349298607681385,0.21245563279419588,0.2160690583043574,0.1965132124137308,0.19455096705037714,0.1965978153672375,0.19807813679777939,0.2008395768717897,0.20022229349260073,0.20423868720846733,0.20427440158373078,0.20775300207513187,0.20915280140289957,0.21351469656523775,0.22014857138746874,0.22434148341108065,0.23290871569865243,0.24325965615034323,0.25295868786210735,0.23590386806119673,0.24138875148121
