trading_days_to_expiration,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
8,0.27732698242017406,0.40206008497289236,0.3097610923969424,0.36221859824853697,0.2722001148213959,0.2797999217792885,0.2736599733623412,0.26500942189702714,0.2668822171185428,0.26754298006689,0.2749321723527903,0.2844284357780262,0.29483799176874925,0.3044893968890159,0.3110916961949096,0.3260069369227376,0.34417705610329163,0.3501645842110187,0.34404126006087865,0.3787781736720143,0.38367596825321254,0.4031074225689622
27,0.27732698242017406,0.3065907976982552,0.28500647103610494,0.32183724605825004,0.3188189627277559,0.3162668950444396,0.2988494195452508,0.29928700174231226,0.3016431249409064,0.3083633608405696,0.3107214871594234,0.31456119232224233,0.3179872791279148,0.3221681041689371,0.3264258619780963,0.33368825989035356,0.3375405335177384,0.34897914118151085,0.3373387879812859,0.3907692347904696,0.3949931766909893,0.423204356764647
90,0.3426172587283295,0.3514163559630907,0.3541901684892676,0.3557736787359024,0.35806486863751963,0.3487574024174442,0.3512988304639801,0.3644444568457144,0.35170835894520136,0.3556560931928913,0.3445371898764676,0.3463499042808487,0.35478227792516004,0.35172480723476546,0.3499844733005794,0.3574501012743982,0.35253547027003435,0.3574462042200642,0.3547960514351036,0.361041551377659,0.3629135541775926,0.36002621630274306
150,0.3723386718506109,0.3657334399407238,0.36149775204366713,0.35035346614833923,0.37454629271909184,0.38986301118896716,0.36507759959162106,0.3626199981515427,0.3599876391718813,0.3152941327728408,0.3144828128272469,0.320593948024799,0.32963583740708796,0.33140825171483757,0.3379957051116585,0.35081357868884494,0.3513500272405265,0.35074373214047144,0.36678711255355895,0.37235875981543576,0.3830104883732774,0.36002621630274306
