trading_days_to_expiration,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8
1,0.942911712952843,0.7843805685751888,0.22379887655916944,0.2524194103998045,0.23241971772392983,0.07203596650278749,0.2166522443463126,0.3530799724964464,0.4873838263827924,0.6221751006859483,0.22360958688892404,0.19891624634652844,0.19993267313968488,0.20193763968305456
16,0.9032789268584295,0.24265959398304995,0.21751197075120926,0.1756093712391034,0.1533141024232951,0.14379634117825218,0.14148140624995256,0.15195621206397988,0.35355630860845977,0.414699476469406,0.21175718649283287,0.19842197647142185,0.20093515641136972,0.20193763968305456
61,0.8636461407640159,0.23637268817508977,0.35334732622482923,0.32701873384474406,0.3014486047447957,0.2784176837909468,0.25695347169903937,0.23720165087845355,0.21972879083412714,0.20722385225286377,0.19990478609674167,0.19792770659631523,0.20193763968305456,0.20193763968305456
115,0.8240133546696023,0.23008578236712962,0.32922944956050554,0.31152533302456453,0.29936494434206856,0.28524854903371283,0.2717823548584646,0.25613153849391634,0.24731313336300423,0.23546198728501525,0.19941051622163505,0.19893018986800007,0.20193763968305456,0.20193763968305456
