trading_days_to_expiration,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
5,0.46601264180171453,0.4149442723830909,0.3527806209012462,0.3212372922929655,0.8904427103164922,0.7733487392562034,0.6939055251006263,0.6394670611876568,0.506478512180678,0.3922270410195532,0.27464839307128036,0.25467492277076104,0.24890185834990758,0.2608200960195943,0.28972180035299355,0.2972033516257119,0.3315051566809292,0.3720435351416479,0.39493890823691163,0.25335568972070394,0.26793220982154053,0.2739047156493356,0.2764242960203791,0.28325188326465917,0.2844769522949578,0.2926615715708289,0.32460250249956246,0.3384721663862468
25,0.46601264180171453,0.39792148257688303,0.3757990674403637,0.3340402083051864,0.32172515993692774,0.3073157670357598,0.288020024776388,0.273192658432764,0.2591415983090071,0.2520028474935376,0.2479328210172737,0.2501466110030874,0.24890171045922846,0.2493731728741577,0.24990700963815313,0.25073173898896556,0.2576516665390321,0.2555446783350237,0.2637870989726022,0.2623152822554065,0.277296674953973,0.28509199317609296,0.2891483117487688,0.29805255809315373,0.3008048418924223,0.3102675028459645,0.32938083571742843,0.3415026099425195
85,0.4489898519955067,0.3067437278230112,0.29563146026852377,0.2834675140071518,0.27685272776732583,0.26840732526545463,0.2638193369998755,0.2589896130563752,0.2595956773030494,0.2514750676196353,0.25256538939150275,0.25175148033630235,0.25175315197278336,0.24851306626849617,0.2500425187989687,0.25017025164039797,0.25020433148408167,0.25012154735457215,0.24966315376143058,0.2492032795566757,0.25153016059582095,0.2509762645635996,0.25365053360767004,0.2518211731000287,0.25744970902055764,0.31504583606383046,0.3324112792737012,0.3415026099425195
149,0.4319670621892988,0.3297621743621287,0.30843437628074466,0.586955112161822,0.2872067884772496,0.2760460062724403,0.2716563179300715,0.2701382193653159,0.2594151667024075,0.2542780559621078,0.2509995699978606,0.24970291961481095,0.2465985221507824,0.24631014010585792,0.2449097875435391,0.24365542872741372,0.24492619534953625,0.24487243556808858,0.2443960971860014,0.25856774468910815,0.2627174381225783,0.26370028029198933,0.2684512084361646,0.2681490626974932,0.27505564029569324,0.31982416928169644,0.335441722829974,0.3415026099425195
