trading_days_to_expiration,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
4,0.48221909145235103,0.4357255520872938,0.34055124214644034,0.9819871618562306,0.8466873792726045,0.6965297870391579,0.608014417737824,0.4327089537125813,0.31743758348823314,0.2158672471871372,0.20303526531298333,0.2229048084902272,0.24291380787586078,0.27880728016756645,0.31155647016147553,0.35072507601427017,0.39732980131264295,0.4253705809460427,0.23625227670083537,0.23681161040175097,0.24994801972952244,0.25773989132852293,0.2586649675562687,0.2731260697257267,0.271667424361382,0.2813983323929714,0.31108303607042354,0.33464411057324533
24,0.48221909145235103,0.42022770563227474,0.3704759016205697,0.32349008701080345,0.317982998976301,0.2838870977206527,0.264148336087266,0.24769321308665967,0.23619397947310256,0.22944994350971357,0.22750229284503937,0.22470117076863286,0.22491912109761666,0.22581586093768347,0.22714769330589824,0.23004048634360114,0.23699654294124572,0.2371544783217864,0.2484158798311684,0.24826072556956813,0.25983425610702826,0.27126291507078165,0.2712203926345426,0.2908924205204229,0.28870773104293124,0.30124026516565544,0.31436395970534625,0.34140416086254505
84,0.466721244997332,0.28070192319818166,0.27171117216415414,0.2612837802879558,0.24677809326394867,0.244573900511707,0.23981423523786935,0.23184504755553817,0.2292326354828272,0.22630383353147093,0.22471861773388854,0.22376820249973764,0.2296633251687469,0.22325275392883714,0.22409590626343423,0.22532088523155827,0.22546110153571988,0.2274684304232822,0.22822204022686104,0.23017554697451076,0.2306938438440054,0.23355411739972098,0.2375933681363342,0.2375868109982836,0.24171446684760342,0.30452118880057816,0.32112400999464596,0.34140416086254505
148,0.45122339854231286,0.310626582672311,0.6268491670101923,0.5539855797802802,0.2736898503571062,0.2653989505403921,0.2569942205346691,0.2500410290854692,0.24303636487174093,0.2352493628891947,0.22893080188739043,0.2297496612477324,0.22527134748963049,0.2252845953213212,0.223616197438927,0.22339599912535235,0.22353453405016513,0.22408867357050238,0.22536249523393379,0.24006178335201658,0.24421686758626415,0.24610954247799485,0.25535971893103043,0.2546271176798328,0.2615563996202874,0.3078021124355008,0.3278840602839457,0.34140416086254505
