trading_days_to_expiration,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
2,0.2526926079432218,0.12420118517882188,0.0932505422604771,0.13725790790980139,0.1332177943619814,0.20793157336410187,0.21448790862663838,0.2894230709743708,0.2942834782963819,0.370472034542032,0.3737020642209326,0.451616577122502,0.4532429223025431,0.5333641887196701,0.6126381952654836,0.6159704904225,0.6159704904225
22,0.18623003136739413,0.1688751397418317,0.16243863074290205,0.15708146072175178,0.15090925532709976,0.15100509695236022,0.16288071917981847,0.18680441795818756,0.22812908670178028,0.27203396306381844,0.2747213526982751,0.3643916636813584,0.4732732389068248,0.5531826903561234,0.6134712690547377,0.6159704904225,0.6159704904225
67,0.1655537493045367,0.18511015149147836,0.1775348631670171,0.17012237979809242,0.16400276814865591,0.1597146137141583,0.15906385064732703,0.16019696955492443,0.16197469510717866,0.17359589158560484,0.17574064117561752,0.27716675024021475,0.4933035555111066,0.5730011919925768,0.6143043428439918,0.6159704904225,0.6159704904225
127,0.1448774672416793,0.13918034687597775,0.22660923001134928,0.21696039303264872,0.20781788918314384,0.2011036601899488,0.19283701243961518,0.1885524351383877,0.18434290300236067,0.1829019954097879,0.1841953352301788,0.18994183679907103,0.5133338721153883,0.5928196936290302,0.6151374166332458,0.6159704904225,0.6159704904225
