trading_days_to_expiration,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10
6,0.20001578832106715,0.171457352965737,0.1644311794248897,0.2333116650521265,0.17673684147694976,0.1152795965013908,0.09374172165698304,0.11177633075821654,0.1576445025027511,0.2145187985103237,0.13207752448482923,0.12535974075447923,0.13279059676957383,0.13502425841765425,0.14664386321715933,0.16445540383999444,0.20035437010412369
26,0.20001578832106715,0.16663105748076512,0.16136287816973957,0.14164629834621953,0.13634574057346938,0.12377439786129484,0.12056839474514623,0.1118795627028866,0.1137203574966497,0.10999063575991787,0.11197734030344503,0.11707515533300683,0.13142123934915784,0.13456422516264702,0.1523791560261658,0.17844631374751202,0.20765705555632757
91,0.18110994393568072,0.1705677819351899,0.17062381009599334,0.16011897199707134,0.15941481595128149,0.15399057230681393,0.15375979136546586,0.14675856502149656,0.14674053406143767,0.14151181900678803,0.14192891159742402,0.13552931161040582,0.13594432492766872,0.1351732775991464,0.13647358402495924,0.1857489991997159,0.20765705555632757
156,0.17628364845070885,0.16749948068003978,0.20196773757405992,0.16842790673701055,0.18039055764137915,0.17517326208281903,0.16758793137479022,0.16205011105383518,0.1559442570099003,0.15217770866621347,0.13364432617595162,0.13415995418998983,0.1354842916726615,0.14090857040815288,0.15046449393247682,0.1930516846519198,0.20765705555632757
