trading_days_to_expiration,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
5,0.5110352365076372,0.422210424177239,0.3321315612555274,0.26711776533859205,0.20035542629521794,0.19889251525831667,0.22234673043210532,0.2746009470787135,0.32259234270822634,0.3738706212373336,0.458835617891268,0.516994054137952,0.5676334124826397,0.665839346800504,0.2765938502906225,0.28933257297865245,0.29587491937391863,0.30785646393568394,0.31472817032713396,0.32731209820076224,0.3550747587981179,0.3561027778456383,0.36120772696070536,0.3803214590568081,0.3934427225782337,0.40695062826852957,0.4113250736297262
25,0.33543162528065645,0.3038000367772358,0.27661275882540537,0.25997367003659594,0.2498809604269495,0.24323139004117753,0.2397233652329938,0.24373050471771426,0.2442825359579761,0.24877531233363837,0.25653200489755584,0.2631080945070259,0.2693268070446003,0.28622658468312606,0.28805511198379496,0.30532975339319385,0.31446315398142494,0.32985929266923575,0.3393315143718916,0.35460890252426497,0.39455775180016034,0.3926786714631962,0.3996485826695848,0.42580760594343786,0.4415052999499803,0.459737928596026,0.4606790010267361
85,0.2875652455863594,0.27837119708019153,0.26954261819130043,0.26314466435846456,0.255292303859481,0.25072110431239036,0.24961828525240276,0.24952056488653238,0.24939028954205195,0.2505937942120591,0.24941370091725287,0.254028496635873,0.25350051742338303,0.25367132690427757,0.2573382121495697,0.2586984501589061,0.2638508064685803,0.2655214822376187,0.27271848955375677,0.27610877279403295,0.2829509906105226,0.2843260155429465,0.2893491652835486,0.29731756783474056,0.3013760276135367,0.3126172188357064,0.4606790010267361
148,0.3548878348817992,0.29739520252768264,0.28971725630821066,0.275923663925344,0.265748731403669,0.26255903542311954,0.259788461716004,0.25638447892957644,0.25066538349111606,0.2503900812578331,0.2523163585230238,0.2502043023797897,0.25226686540563165,0.26513258859745004,0.2733353925641111,0.2772866847664124,0.2858536352021321,0.2901248262823763,0.3000152938772595,0.3155917657960754,0.31952688422808045,0.32276687125182596,0.33483531217017837,0.34538014520648713,0.35416332794103317,0.3619711462327163,0.4606790010267361
