trading_days_to_expiration,-1,0,1,2,3,4,5,6
20,0.2693491934702451,0.25956344537230724,0.26896549074882947,0.2710150576423788,0.2666309117406111,0.2714327453009847,0.2691842286436251,0.2790678847841564
39,0.2825380338264296,0.2768789472152434,0.2758107230182305,0.27512592456781637,0.2753167241751987,0.27705481391674663,0.2779300278653276,0.28039093618807415
82,0.2786712680195569,0.2756068291051661,0.2696541772358057,0.2892218122060524,0.2760529179260049,0.28292747609115987,0.2708607520962849,0.2817139875919919
145,0.26911735669593206,0.28110218906431406,0.2800355505115049,0.2797812302540391,0.28606869202267377,0.2860459277677572,0.27774483338023864,0.28303703899590965
