trading_days_to_expiration,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
18,0.44339799509559247,0.43624725174078555,0.4272495203472825,0.42550226707452127,0.43159135497583623,0.42765505825480893,0.42932755693049224,0.42920637294557556,0.42704702804757116,0.4298512549985575,0.4268767140901008,0.4406409672734472,0.4287096252200191,0.4570527695910794,0.44403345540869216,0.44246024084466984,0.4297766975604709,0.4375103362048159,0.4477538662588717,0.43295968276911706,0.4415275297718658,0.47614240063472446
37,0.42176841374473256,0.41769056087278483,0.4138279180177833,0.41573427216180986,0.41630514966794174,0.4224560943543484,0.43098544585813686,0.4350114589681054,0.4256092312357656,0.432086502140315,0.43333229971133963,0.43225050751997834,0.43576061816258654,0.4355508924950634,0.4416290820179621,0.4466361541192147,0.45158201782925317,0.4593015545530385,0.4744177204538977,0.45151770584875833,0.4617117553247476,0.5146241286735947
100,0.4571300698977657,0.39907610727623866,0.412313970319145,0.407462479182714,0.4063759979076526,0.4030608994617035,0.3957171010766356,0.40276202321019755,0.39177174466545933,0.38750348975933896,0.3876707224062878,0.39814083801769967,0.3901519827751332,0.3805826578502352,0.38925300405858654,0.3861660570229063,0.39392789950837065,0.3944261578688197,0.39584363660983457,0.4011590786661023,0.39917894455698394,0.3938821269490622
160,0.4466886608192756,0.38649165986709555,0.3934612665137818,0.3841169724038176,0.3812052431809263,0.4028808181444769,0.3884699165024089,0.41490452562888436,0.4108114998320084,0.4071901019247199,0.4141558448398675,0.41342523161885936,0.42360237618310626,0.4123080566294637,0.4158566224516282,0.4079713772916886,0.41571911785659327,0.42109001206384566,0.41440165968947584,0.4213433042189841,0.4376606725958542,0.3938821269490622
