trading_days_to_expiration,-2,-1,0,1,2,3,4,5,6,7,8
15,0.25310073211787015,0.21853349875904954,0.19303363478973423,0.1782830826433712,0.17796943889881453,0.18377003053804736,0.1970209412410249,0.23348484955863447,0.24902237717988826,0.247802888206705,0.2253329824649356
35,0.23887381980285577,0.21802132799024046,0.20447580511151187,0.19363840045682923,0.18493927158825102,0.17994688856693022,0.18175016286588824,0.2235050291692764,0.23322085221616803,0.23472574826017867,0.22717516954057726
58,0.2646144003707669,0.2504829516704443,0.23885361206870784,0.230099361994467,0.22312985970627375,0.2148157139828866,0.21453157481054885,0.21352520877991832,0.21741932725244778,0.22164860831365232,0.22901735661621891
118,0.2415739495649082,0.3332259328304747,0.32198004991186024,0.3059669456779426,0.295534960424086,0.2852118424974728,0.2749540821882524,0.2648239021436085,0.26088002815323136,0.22349079538929398,0.22901735661621891
