trading_days_to_expiration,0,1,2,3,4,5,6,7,8,9,10,11,12,13
12,0.37581573742566443,0.3647715679645572,0.3528686006400679,0.3526496561363187,0.3526883481128715,0.3574333860630219,0.3789400252404414,0.38082205392576723,0.3849339834758295,0.35737258948117323,0.3703505720836351,0.3881948005671571,0.39421166851141193,0.46026088416763294
36,0.3548958774826026,0.3553619348261147,0.34957422181814407,0.35412526229323277,0.350297152351647,0.3499026397524755,0.35150013456066426,0.3497371547360771,0.36490351742692523,0.34847823208126893,0.3545707629789766,0.36429394485383415,0.36837004591951894,0.4048343889554298
55,0.4050532159172836,0.351719577131315,0.36368507134854866,0.3532845068779014,0.3414059508525348,0.33410081456506285,0.3344991968372032,0.33359194771581535,0.34487305137802093,0.3395838746813647,0.33879095387431807,0.34039308914051114,0.342528423327626,0.34940789374322667
118,0.32349461431007664,0.3257101334376074,0.35671648536277456,0.330581467833896,0.3211636790378227,0.32440252931199687,0.3200271767816213,0.3159801483777052,0.3201959671146843,0.31483016126232805,0.3262589247301707,0.3217003434874239,0.32302056906146276,0.32196571923678363
