trading_days_to_expiration,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
17,0.3126061955631778,0.2954810128422857,0.29468211281195184,0.29375898135244155,0.29411623411406634,0.2946971444457103,0.2990923448053573,0.3018831233883097,0.30991182346731133,0.3189201142313755,0.3348059228443564,0.27429387886075035,0.27116798188829094,0.2719158488891258,0.2718669861028224,0.2728533711853269,0.2754750890750036,0.27823162782008815,0.2924064526012292,0.29575858431622437,0.2980757455442627,0.30032335072343597,0.3035668066038754,0.3075543935489024,0.3107008105283847,0.314424528072519,0.3179551852088395,0.3255093637690617,0.3439402060233464,0.35820934856144515
34,0.2952987479869103,0.28905301353452045,0.28309531837656643,0.28001604176150025,0.2841507586256917,0.2850657353484309,0.28453596568386175,0.2851974152678231,0.28726657968575353,0.28936030995979006,0.2918291375620795,0.2805271961604816,0.27552715974854364,0.2777280010626097,0.2765937777818606,0.2788873162773441,0.2824472606434373,0.28532276111930943,0.29240273169257847,0.29743837108237264,0.29755453939213355,0.30196835946515177,0.3035435258023793,0.309571467822912,0.31025694474411636,0.31673025262885457,0.3174147892206642,0.3298268490373481,0.34883814188220236,0.3604459839716386
58,0.29568734462657176,0.29087180152837605,0.28941436670464654,0.28560090347227657,0.2826665377143432,0.28279188004966654,0.27851942970314697,0.27921314709664824,0.27753634624182033,0.27921723387438013,0.2784635962482631,0.2867605134602129,0.2798863376087963,0.28354015323609355,0.2813205694608989,0.28492126136936125,0.2894194322118709,0.29241389441853066,0.2923990107839277,0.29911815784852097,0.2970333332400044,0.3036133682068676,0.30352024500088326,0.31158854209692155,0.30981307895984794,0.3190359771851901,0.3168743932324889,0.3341443343056345,0.3537360777410583,0.362682619381832
122,0.28139828295171,0.2825859331056049,0.2786507943703406,0.2772186889899151,0.2754689690053199,0.27605509721086563,0.27251234516443384,0.2710090527767521,0.27181368253822374,0.2651924921328207,0.26806056156101904,0.2668088040280383,0.26610369671564194,0.2671401944237841,0.2668194260933097,0.26850291750657,0.2711404945208669,0.2924101735098799,0.29407879755007604,0.29859695169639183,0.2986783419817202,0.3035900874053715,0.3055373192748928,0.31114467631265313,0.3121188035161835,0.3184955811970148,0.3211918785007753,0.33904227016449046,0.35597271315125173,0.362682619381832
