trading_days_to_expiration,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9
2,0.5365170368827378,0.4502434153411987,0.37518267467771155,0.2116805530943053,0.22742422968598922,0.11511764748691472,0.18929912866506696,0.26826947401088425,0.36272385690076825,0.4571596388906794,0.5525306220620451,0.6487695104567816,0.20763354778513704,0.20763354778513704
17,0.514948631497353,0.2568589708727758,0.21972574140947862,0.1832712528953503,0.15679693444937154,0.1456406173054396,0.14525614286601318,0.14862050494342338,0.28629697443401336,0.3300488488678752,0.3788758109814565,0.4282015291209593,0.20763354778513704,0.20763354778513704
62,0.49338022611196825,0.34817728654214053,0.32168913200525057,0.30182728812887427,0.2733583490825945,0.25573880472784316,0.2367060885705897,0.22114461983919306,0.20987009196725842,0.202938058845071,0.205220999900868,0.20763354778513704,0.20763354778513704,0.20763354778513704
116,0.47181182072658345,0.32998805185124813,0.31147086239086375,0.2980515249226069,0.28276412117775523,0.2712334335011163,0.2591809420632126,0.24792284025217304,0.23721606392573527,0.377734340453558,0.42699525517882475,0.20763354778513704,0.20763354778513704,0.20763354778513704
