trading_days_to_expiration,-1,0,1,2,3,4,5,6,7,8,9,10,11
23,0.3162037354568426,0.2678257314588179,0.2335777487905273,0.2179516078301205,0.20401604297079515,0.20467038866690176,0.2185196314578537,0.2269193156828207,0.2415458261103675,0.2675032626773598,0.2981986474735124,0.31612603175869364,0.33805334726627284
42,0.2781620759831457,0.2533933117563852,0.2305096686806072,0.21190311819965368,0.1991795569448688,0.19409379972357976,0.2205092482540429,0.22219449710254963,0.22671453523972293,0.23748042465588629,0.254556559318412,0.32160786063558844,0.33805334726627284
77,0.27471662780836975,0.28440623422552347,0.269202808696918,0.2548068733179502,0.2430290307247943,0.23300533558834946,0.22249886505023211,0.21746967852227853,0.21188324436907835,0.20745758663441277,0.2109144711633116,0.32708968951248324,0.33805334726627284
142,0.2712711796335938,0.2820085781511409,0.2757936086412961,0.26385285321455315,0.25142249952320234,0.24306563512132137,0.23214787460346126,0.22441852176239238,0.21726486592913574,0.2528281170539626,0.2635202514610026,0.33257151838937804,0.33805334726627284
