trading_days_to_expiration,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9
1,0.40830448803012304,0.38372098456496084,0.3218644334225581,0.32116391291543667,0.5221217453049098,0.481746435036385,0.3783723856108917,0.21932994610256096,0.05117319797949388,0.16304758521984739,0.2676776251787766,0.37000714937867446,0.4716917149825462,0.5731055488458789,0.23212915999227426,0.2328502845960727,0.23529541747661498,0.23689659608904062
21,0.40830448803012304,0.37552648340990674,0.318228612769904,0.2729995358457574,0.233898704538762,0.19644572849538322,0.1924640484199859,0.18625099231639233,0.18676874893724477,0.19002394264282196,0.19789444637307022,0.20018452263882439,0.2077034259289417,0.3914570294612621,0.22343861845712637,0.22633995659621922,0.23091167301060425,0.23531997626629228
45,0.40010998687506893,0.3291360747278663,0.3103595553319465,0.27612928820494576,0.24442323439503355,0.22406384921615038,0.21147796050146447,0.20801945979384615,0.20563957995064708,0.20447171919624446,0.20480488794566665,0.20504307095644203,0.20655203637350503,0.20980851007664522,0.2147480769219785,0.2198296285963657,0.22652792854459353,0.23374335644354394
105,0.3919154857200149,0.3255002540752122,0.3693282899851159,0.3408216139055507,0.3228078933570955,0.30255129530877845,0.2842604318471391,0.26805611426863674,0.2609648883192144,0.2558142975761736,0.2512412390935879,0.24669397589492112,0.24491382106002113,0.24081970152742213,0.23936061259592623,0.2396791619426257,0.23847321591178897,0.23844777132602116
