trading_days_to_expiration,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
3,0.8017452586449201,0.7241077719028796,0.5533897033484544,0.4380285134810078,0.22110312534051943,0.16529141605664932,0.15047972494793677,0.17623635862732853,0.20125973088783045,0.23717460591634118,0.2656234439088061,0.3230299326249163,0.3808632997564476,0.26161277326686183,0.2678818258477188,0.2776732250610315,0.296789073821426,0.31473941022682717,0.36564167234007444,0.39055804357411134,0.41607224156094585
22,0.4168541655996209,0.3594364293662895,0.310009952044178,0.2569264532531946,0.22404143274482347,0.2145070899223505,0.20973634169607105,0.21006121379138784,0.2094546255892226,0.21236336290286031,0.22127756331469975,0.23320839471278954,0.24666822346886355,0.26549655796640487,0.28125794853666414,0.3051127380564996,0.32223955739795807,0.3486415284318327,0.37130838697615504,0.3969745957734301,0.4224381234901178
82,0.5192720343673738,0.4240875206936778,0.40182163827673617,0.37236706947941783,0.34486654750454937,0.3128698305458119,0.2917742971934122,0.2820860568756099,0.27401050457281795,0.2673401145764567,0.2612841818193422,0.2550315842142832,0.2479939325268755,0.24785504573825098,0.24666870055991025,0.24588810666836192,0.24693517381681607,0.3543082430679133,0.3777249391754738,0.403340477702602,0.4224381234901178
140,0.6216899031351266,0.48873861202106605,0.35016028972774516,0.33043317334936645,0.31592567809297734,0.3007626626403473,0.2862015345825639,0.27905803844062527,0.27278554120478854,0.26964581179897884,0.2642573011826964,0.2599010059374886,0.25772898856731885,0.2545057031587734,0.2502337120655634,0.271338590244894,0.2808372920218216,0.3599749577039939,0.3841414913747926,0.40970635963177393,0.4224381234901178
