trading_days_to_expiration,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
12,0.5821326137959828,0.5173513810418185,0.46211897432541854,0.3791493522321959,0.3044583778961912,0.27057545245879194,0.24252618740373127,0.21994509525162803,0.20447112498114053,0.201504218116075,0.2050460882241106,0.20690673860199496,0.20807492755422874,0.20804330894709167,0.21413170593465697,0.22864793904364775,0.22538103251348235,0.24407134394705016,0.2522279223976946,0.28096823258032333,0.2972412919946339,0.3230468002908707,0.33485557780971564,0.3592634347444831,0.3607488579367081,0.3884018914303508,0.3906243927930616,0.41588258715256826,0.40831562676002514,0.45231913840274773,0.45606768565550376,0.48186396229075795,0.5324494673622808,0.5204583253664649
32,0.5659373056074417,0.39920812582435355,0.36799126771292223,0.32074201426554305,0.280209717091378,0.24426338345491755,0.2376772060107505,0.22860399021867964,0.22639953208279984,0.221673777778286,0.21928369163226005,0.2138034218833504,0.2174539353179238,0.22053142961920624,0.22419676174942213,0.23137753855911136,0.23024376000606261,0.2401936088560806,0.24573477194566695,0.2625371110522747,0.2730777465067864,0.28900338986469687,0.3409575420434075,0.35963479054253933,0.36766211631011875,0.3889575167710285,0.3969389413829383,0.41399084705443245,0.4193165046707058,0.45325627521593675,0.4625167548143173,0.4945103385586387,0.5294516818633268,0.5204583253664649
76,0.5497419974189006,0.28106487060688856,0.2738635611004259,0.2623346762988902,0.25596105628656474,0.2455931232545488,0.24188894367568023,0.23913765325648503,0.2374631491466683,0.23466704447591452,0.23336474931111564,0.23278133999681247,0.2331690116558537,0.23310575382577606,0.23436470060185613,0.23410713807457495,0.2351064874986429,0.23631587376511104,0.2392416214936393,0.244105989524226,0.24891420101893894,0.254959979438523,0.34705950627709936,0.3600061463405956,0.3745753746835294,0.3895131421117062,0.40325348997281496,0.4120991069562967,0.4303173825813864,0.4541934120291258,0.46896582397313086,0.5071567148265194,0.5264538963643728,0.5204583253664649
136,0.5335466892303596,0.3715919224661536,0.32650645666631095,0.33096529014729303,0.31763897470508007,0.3005744115473274,0.2879783274665617,0.2838243620875672,0.2801713178289473,0.2751189984770857,0.27229307628599786,0.26863597599095285,0.2653292410767551,0.26356594732766114,0.26099923530601427,0.2573952362978687,0.25532465897894113,0.24427189808140282,0.2601049270369813,0.27067364075942996,0.2859805006549048,0.2949077786241193,0.3531614705107912,0.36037750213865183,0.38148863305694014,0.3900687674523839,0.4095680385626916,0.41020736685816095,0.44131826049206707,0.45513054884231474,0.4754148931319444,0.5198030910944001,0.5234561108654189,0.5204583253664649
