trading_days_to_expiration,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11
4,0.2535177795466552,0.21254111949621307,0.14606542287334576,0.10741711094123908,0.09135358562454067,0.11689088392507084,0.1641365411432355,0.19784410653518716,0.27293004402258386,0.30781275334634783,0.18003670097693128,0.19540387409556192,0.20547484437246583,0.22598611812046812,0.1805544044727566,0.18856278528195486
29,0.16909911407900446,0.1571888525863028,0.1447327442806912,0.1317435111533999,0.127269858941886,0.1250095818275241,0.12255866079053632,0.136234307623354,0.15058263022738017,0.17225252742647204,0.18646353412268143,0.20967197946509256,0.22469933461235922,0.254379365252754,0.18262488636851612,0.19049649379079445
89,0.18357978255140733,0.1534810426819838,0.2370324398594158,0.2204145574767894,0.2089929542459623,0.19653947540332056,0.18585992885330038,0.1786378216495341,0.17040688130273313,0.16485203962776077,0.16686766335650066,0.16702586389267907,0.16919962385589637,0.1764134406812376,0.18469536826427563,0.19243020229963406
148,0.1980604510238102,0.14977323277766477,0.23563349216633753,0.22220486269367096,0.2131063121723597,0.2044655587574379,0.1939144657526671,0.1859870177007216,0.17968478348141276,0.17360986783118112,0.1811357687260313,0.18625035413257246,0.19759287098818226,0.1784839225769971,0.18662907677311524,0.19243020229963406
