trading_days_to_expiration,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
6,0.547037288249452,0.4809853174710057,0.3840251743580189,0.2897949361928108,0.20662056584812677,0.1752929093974198,0.16577501883884346,0.16882757187549738,0.17781719962230566,0.21399864479895825,0.25468222541733543,0.2810006411807418,0.3192796025275228,0.24076825093532858,0.24693969967457358,0.2559770412741966,0.26983003894384355,0.28784306374596386,0.32724987784359655,0.3538669758893004,0.37970182979696315,0.3957415610379747
25,0.5305242955548404,0.3839335104467054,0.35017778731046,0.29699528944951453,0.24372361011458524,0.21633344997832982,0.20586320243435,0.19971123739825586,0.1978167619921977,0.19798754204828276,0.20067750159084702,0.20420497782308059,0.21316863619510226,0.22929501721744233,0.24365818140257503,0.2633157675778737,0.2849635678614684,0.3103835947601236,0.3328719722047542,0.36086531045081577,0.3859806695790123,0.3989951915242955
85,0.5140113028602289,0.38396406508380987,0.3902519604721147,0.3615375104819544,0.329821094261779,0.3060627685938879,0.2837069456042071,0.27416755097292733,0.26505364439825135,0.25992599273804406,0.2536187368088359,0.24909294941009097,0.2439239994377494,0.24325067971476116,0.23948870417736798,0.23956298110859375,0.24276200171764437,0.31600568912128124,0.33987030676626956,0.3671441502328649,0.3892343000653331,0.3989951915242955
143,0.4974983101656173,0.3839946197209144,0.3482720749679815,0.3283048328725419,0.31289361513143227,0.2960160085573332,0.28157197997686934,0.2753816440639074,0.2703111309043033,0.2664400868864064,0.26039578963399995,0.2562521668964886,0.25224148465321483,0.25022121794657215,0.24863831497051953,0.2546965100262186,0.2653025327318041,0.3216277834824389,0.34686864132778494,0.373422990014914,0.3924879305516539,0.3989951915242955
