trading_days_to_expiration,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
2,0.21595984739849097,0.21595984739849097,0.22522065004528513,0.2224078004110766,0.19821146073906407,0.5970777974099171,0.4975121864122854,0.5743238304914017,0.3755388574621737,0.1895133458764122,0.17697773587672522,0.11301315269081542,0.10392264522059004,0.17157282853235775,0.21606325468615173,0.29550430920557635,0.37459372960774245,0.18874390860978296,0.17576066565106163,0.17534989271004242,0.17571679144506316,0.1774387838281065,0.17919971457575934,0.179277894228856,0.18069703067852616,0.1852155838865433,0.19645083576084338,0.21193539389795207,0.22842022154167668
19,0.21595984739849097,0.21595984739849097,0.22985105136868222,0.21637097427057525,0.19215011704355917,0.39210250517041334,0.184891004295462,0.1408595430853584,0.1701694269779312,0.18423487241410438,0.16702672574664718,0.17011897247307162,0.17125014010512496,0.1705535102224854,0.17565646227279968,0.1771776682348406,0.19411805424235817,0.20079244287741232,0.1755051336852157,0.17540003820537875,0.17585009531723722,0.17816647614745412,0.17935248763023814,0.17916421100092556,0.18152028213129168,0.18665160903778633,0.20063243654675042,0.21549607218059938,0.23310195708089168
42,0.21595984739849097,0.21595984739849097,0.23448145269207932,0.2103341481300739,0.18608877334805424,0.18712721293090956,0.17668682655075651,0.17183639557234168,0.1746068892625995,0.17110085351601237,0.1697369111481083,0.170754475343908,0.17274011806218262,0.1704961403843801,0.17000894439925157,0.17029538157122961,0.1710286909090482,0.1723508674960069,0.1752496017193698,0.17545018370071508,0.17598339918941125,0.17889416846680173,0.17950526068471695,0.17905052777299507,0.18234353358405722,0.18808763418902935,0.20481403733265743,0.21905675046324669,0.23778369262010668
107,0.21595984739849097,0.22059024872188807,0.22844462655157796,0.20427280443456897,0.22158353926822394,0.21116065110821894,0.19935543870015499,0.19944245016762968,0.19479181933872,0.18692874600680326,0.18345709140272642,0.18046367545610414,0.17956567067147047,0.18064323862321,0.180116907765255,0.1779140584130317,0.17669537434215363,0.17601619761690754,0.17529974721470612,0.1755834875728891,0.17671109150875886,0.17904694152128053,0.17939157745678647,0.17987377922576062,0.18377955873530025,0.19226923497493636,0.20837471561530474,0.22373848600246168,0.23778369262010668
