trading_days_to_expiration,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
5,0.4100886536719591,0.3104560022306114,0.20967018658627803,0.17581746842538404,0.13037292314156185,0.1381512748896048,0.12576741529701027,0.12441005199756806,0.12948284239830454,0.12215806644974117,0.1448935486562671,0.14482938180583008,0.17755442967768462,0.16605983462062118,0.21516573727356078,0.2515223518869477,0.29835516039697,0.3456353862174632,0.3929370803522131,0.4117095453700281,0.4903421131699424,0.5394798848534644,0.5893009405328564,0.5997826120208628,0.5997826120208628,0.5997826120208628
24,0.3851804908116222,0.18924329909181295,0.16961116813586025,0.15491257334617214,0.1617590493945733,0.15495205028836687,0.15464208103956834,0.1481509651357972,0.15132176061699934,0.14895937561883793,0.1499362231394805,0.14724206137034393,0.14667329208941804,0.15156848418182975,0.18881753146311203,0.20842653719339893,0.2345275166153705,0.2612659398257337,0.2883832210292588,0.30179168276585133,0.34565084072104485,0.5519351487733124,0.591921358404858,0.5997826120208628,0.5997826120208628,0.5997826120208628
64,0.3602723279512853,0.17484900980427537,0.1698177749566884,0.16523231638915736,0.16339429581275025,0.16113771460400056,0.16108830529469498,0.15980088499374195,0.15934100019316422,0.1599976130897784,0.1600499420545698,0.15981303086232782,0.16226779158340215,0.16192203530286864,0.1624693256526633,0.16533072249985015,0.17069987283377097,0.17689649343400424,0.18382936170630446,0.19187382016167456,0.2009595682721473,0.5643904126931605,0.5945417762768597,0.5997826120208628,0.5997826120208628,0.5997826120208628
124,0.33536416509094835,0.19225959819527672,0.18292956166996407,0.17958142924383533,0.1738284196752111,0.17011715684333334,0.16903404535430763,0.17049818798831237,0.16815580605632655,0.16823584385507817,0.16740816014790744,0.16866812810218634,0.17034598957805308,0.17015399292118502,0.17133183894460355,0.1719219410122349,0.17386186737361092,0.17780947440618694,0.29776945353816625,0.34110796666580845,0.3702197265628059,0.5768456766130085,0.5971621941488612,0.5997826120208628,0.5997826120208628,0.5997826120208628
