trading_days_to_expiration,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
14,0.366144057407427,0.324820496703597,0.29872476355099864,0.2656835708514023,0.25812542460486565,0.2503092517858561,0.24370715257382686,0.2458145538291663,0.24385298974503045,0.24365567059540397,0.2496877103736511,0.25764992010536314,0.2565082569844435,0.2686440626308165,0.2822919135231889,0.2997373542174794,0.3164291401240917,0.33983625936840617,0.35507020754378477,0.36266070618067064,0.38542679071015307,0.4025090422772109,0.27625128975921587,0.281028131190905,0.2835320560962811
29,0.34420591263153466,0.3434066523946391,0.32020037139480384,0.30198871448201287,0.27933621798548264,0.2653611729445527,0.25510783830888745,0.2548147332129698,0.2603060488553491,0.270536078506235,0.2867456104529452,0.30703273095886274,0.3367095851138642,0.26373038949386207,0.2730779081731317,0.2826068227402459,0.2924848602883505,0.3065286237873879,0.3160377891421896,0.3239483306443068,0.33867449073457306,0.3518381092496953,0.2909497959748378,0.29729862709266053,0.30162958875597895
49,0.32226776785564226,0.31638309945745796,0.2872144646245502,0.2841861375085442,0.27054773870178983,0.26866864667337503,0.2642952303716294,0.2618912900548034,0.26070926027170915,0.25899635738783217,0.25855880968607037,0.25799199843711496,0.2609037435597467,0.25881671635690756,0.2638639028230745,0.2654762912630124,0.2685405804526093,0.2732209882063696,0.2770053707405944,0.2852359551079429,0.29192219075899306,0.3011671762221797,0.30564830219045974,0.31356912299441614,0.3197271214156767
109,0.32354413227961965,0.2867268703038613,0.28325866757491325,0.27853367080539376,0.2681655833678491,0.2639285928100216,0.26348122978995725,0.2617281671059001,0.26234327834800797,0.25950898411477835,0.2583814270770835,0.2616492752229689,0.25470654801388504,0.26039441284286363,0.25677610483287555,0.25597128555601706,0.25776454270452687,0.2570227504193692,0.25791813119410095,0.25876800654625626,0.25949627443943757,0.2615527835435939,0.26475763528914936,0.26543452343658336,0.26835101727505506
