trading_days_to_expiration,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
13,0.25559355621577945,0.25547673222456224,0.21788206703119745,0.20657681376379644,0.22062554217498515,0.19697039923951162,0.21961839907192304,0.17853296553370532,0.18237652624573622,0.169088987508493,0.17092421400245772,0.1666836851287156,0.16688705222990963,0.17172342815844452,0.1687548057169672,0.17003565678290422,0.17600295103791105,0.17860220882122624,0.1824554328789223,0.18417104682364618,0.1850073230392786,0.1983338635981249,0.20101578896294486,0.20249010708937373,0.2262018122782224,0.22413406937207303,0.2536189813217637,0.26762564683253703,0.2874989569771348,0.31935663144398785,0.36763784176005937,0.4016622763184823,0.4363464179037799,0.22572724169088618
37,0.25556435021797513,0.24607806592622106,0.2150557537143472,0.21008899586659363,0.21471175644111676,0.20637207513647524,0.20853175889678854,0.1837885816603609,0.19124862340144472,0.1886731624268153,0.18401500402387239,0.18282651835896221,0.18135314869234542,0.17755789571939218,0.17825957539587822,0.18174742824125376,0.18579807472761806,0.18239880682878795,0.18480152936937239,0.18554474097199802,0.1862249999739308,0.19297178255692138,0.19487450843488177,0.19436276438072045,0.20855202691552172,0.2076105789807366,0.2229838719879637,0.23008788996694768,0.24081611558160532,0.2585796093814021,0.2847228354182077,0.30543641179759123,0.3285016808950729,0.22826239059314632
77,0.2555351442201709,0.23667939962787984,0.21222944039749694,0.2136011779693908,0.20879797070724837,0.21577375103343885,0.19744511872165402,0.19604430404024625,0.19253408188597104,0.19059986831379566,0.18819496548764283,0.18926459094286574,0.187581884169514,0.18831894389022327,0.1853741828196476,0.18672003562008818,0.18532338977935667,0.18619540483634966,0.1871476258598225,0.1869184351203499,0.187442676908583,0.18760970151571787,0.18873322790681868,0.18623542167206716,0.19090224155282104,0.19108708858940018,0.1923487626541637,0.19255013310135835,0.19413327418607584,0.1978025873188164,0.201807829076356,0.20921054727670016,0.2206569438863659,0.23079753949540646
142,0.25550593822236656,0.22728073332953863,0.20940312708064668,0.21711336007218796,0.20288418497338,0.21769607505268096,0.18798904212767967,0.22317338142020007,0.21180053216777422,0.2108175814781034,0.20183988046285217,0.20432692521417672,0.20098751299030715,0.20084823477557592,0.1976640420661324,0.19895508544701151,0.19700897072166706,0.19686738900136241,0.19643415746472567,0.18596287907981424,0.19288827025335395,0.19431274523933137,0.19561166749809622,0.20621861697514476,0.20751815546244703,0.22235303495558195,0.22998720474335038,0.24002454503924658,0.25674495281503185,0.28272021453943785,0.3017350526974191,0.32277848259024006,0.22319209278862603,0.23079753949540646
