trading_days_to_expiration,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
11,0.3263210560812787,0.3369752904312148,0.31059433431087924,0.26625314664604083,0.2702068235346361,0.2290249839729905,0.2317797323212996,0.22373558784332143,0.2138960377492474,0.1958038697123739,0.18225886262827093,0.18493036247127675,0.17890605385322167,0.16733844502707274,0.17308289862388965,0.16317054488265623,0.17428264414205913,0.17702767854002574,0.17920744261026106,0.18925957346141184,0.18462763166883323,0.19273925586088683,0.19716870955006208,0.19899892608197464,0.18782316025564494,0.2296777673854159,0.23336304015044498,0.24653041704504705,0.2939937398326869,0.33031440445250904,0.35238389725449826,0.4051852297276589,0.443122149659056,0.22070552844390595
35,0.3289846146687627,0.3303800514011309,0.2995090373946696,0.26724156586818965,0.2599113636442247,0.22530656335599492,0.21888383811574919,0.21287443560923197,0.2389793071880392,0.20549131414387414,0.20016850571733188,0.19823627206948347,0.189512990258798,0.18533307870440974,0.18273727528333292,0.18274216612531186,0.18464513661415707,0.18185001314972732,0.18752275639166519,0.18971471932166498,0.18695377941525212,0.19119961845669606,0.19357134726764672,0.19417185115395957,0.18969479272507989,0.21099152164221033,0.21319590284315443,0.22063849848850975,0.2447389956898397,0.26370213603171905,0.2768180206202853,0.30686782172326055,0.3296821862670967,0.22293718122829018
75,0.33164817325624674,0.32378481237104706,0.28842374047846003,0.26822998509033846,0.24961590375381332,0.2215881427389993,0.20598794391019878,0.2020132833751425,0.19675513383353402,0.19566384156377603,0.1923915335200942,0.1914925931660493,0.19309170803019735,0.19150120872037338,0.1899385502519397,0.1904404576361699,0.18764850382895226,0.18965408049021004,0.18911680309411696,0.1901698651819181,0.18927992716167102,0.18965998105250528,0.18997398498523135,0.18934477622594453,0.1915664251945148,0.19230527589900476,0.1930287655358639,0.19474657993197245,0.19548425154699253,0.19708986761092903,0.2012521439860724,0.2085504137188622,0.21624222287513745,0.22516883401267443
140,0.3343117318437308,0.31718957334096315,0.27733844356225046,0.2692184043124873,0.2393204438634019,0.22668393753014943,0.2148617658767601,0.20795466056219494,0.22165149247306754,0.21796955758187805,0.21492467468182047,0.20921753690758654,0.2068039299502749,0.2037476169999213,0.2039205702220863,0.2011160045591512,0.20022352616902525,0.1992133881980909,0.19898804583306623,0.19655517877388892,0.19100959151127894,0.19341434530128368,0.194486455533603,0.18858396824079474,0.21062209628996537,0.21283415802472488,0.2197795912904555,0.24437015988232968,0.2628993279997508,0.27473688243271366,0.30321868685686565,0.3258362816889591,0.2184738756595217,0.22516883401267443
