trading_days_to_expiration,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11
11,0.21923396450072577,0.20852224409739628,0.177313967030302,0.16273133175838742,0.1576856567220983,0.14583139883497298,0.15326949322722144,0.14745154915059422,0.1450135872966447,0.14575144601294768,0.14399766568846067,0.14986310303019287,0.17138658711205093,0.2116113019053044,0.24235314524892823,0.2930884167200075,0.3029392793461172,0.34371452949764086,0.35981504434327916
30,0.2343963698348618,0.2145457940550074,0.21233504448629797,0.19765120397928074,0.19843185099759406,0.18473526881687,0.18264449183548578,0.17682115002478418,0.17551266096753676,0.1687171768844522,0.16762916072469564,0.16118971442053087,0.1775543512696106,0.19604833015714418,0.21008835665248005,0.2353161414313943,0.24752223483605262,0.34773965820905045,0.35981504434327916
65,0.22577166125570663,0.24448701245394838,0.23224341150426395,0.22638136080699733,0.2189533775613408,0.21707917586953865,0.20826375893146257,0.20574871045729695,0.19987062683836718,0.19858420648443315,0.1883052446878713,0.1891296869790546,0.18372211542717032,0.180485358408984,0.17782356805603186,0.1775438661427811,0.19210519032598805,0.35176478692046,0.35981504434327916
130,0.21714695267655146,0.24733870860207904,0.2378731552918819,0.23726557045181787,0.23091893671559896,0.22786260108318665,0.22321276588811567,0.22056456768565627,0.21559349604190065,0.21209366579812297,0.2075513566968958,0.2059342514163037,0.19846195700793778,0.19402585301309208,0.1893787324115843,0.24024157274444913,0.2679098599118145,0.35578991563186957,0.35981504434327916
