trading_days_to_expiration,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
17,0.4367574982051401,0.47433514023127576,0.4467805658141419,0.41154126669200314,0.41724749143529427,0.41809188124256386,0.41212728460926185,0.41617171503173145,0.41848070747648913,0.4162983520544192,0.4157222111927305,0.404914356140883,0.40215221490458924,0.43563104570835,0.4612189745990196,0.4832226312184397,0.5141822279528857,0.51643166851487,0.47268817325985574,0.5261128321100854,0.5097882360201764,0.5628542649978249
37,0.465003811282718,0.4640329945799959,0.4364306877921495,0.43087685720557145,0.4278431911664635,0.43230381973603793,0.4169836045015357,0.40080458604157265,0.4076256673061276,0.4084562266945192,0.4035148657312952,0.39483633490903536,0.38858912027148707,0.4043545104864691,0.4170863351335956,0.4266826041261178,0.44551289336208233,0.4428765050882748,0.4207122452336999,0.44991805470256896,0.4413417680770331,0.46510165721725505
80,0.4588101805127415,0.4029089427764216,0.40416966714732705,0.42428518526361736,0.4000332860209058,0.39200090418909517,0.4080884778236304,0.38543745705141386,0.3967706271357661,0.4006141013346193,0.3913075202698599,0.38475831367718777,0.3750260256383849,0.37307797526458825,0.37295369566817155,0.37014257703379594,0.376843558771279,0.3693213416616797,0.368736317207544,0.37372327729505245,0.37289530013388983,0.3673490494366853
140,0.4093911886805325,0.37142533939816313,0.4095555373263739,0.3807367428683571,0.39136000909235036,0.3578191898459719,0.3834263466888764,0.3801970104639869,0.375257513874062,0.40816815626367486,0.39811093820537147,0.3934552642908885,0.40532853567336746,0.41714847493180396,0.42808816344330564,0.4421624024933408,0.4466376136430745,0.4210047574607677,0.4474245746588147,0.44175575665761446,0.46787478256585735,0.3673490494366853
