trading_days_to_expiration,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
17,0.6006902036464937,0.5858372705837462,0.4876704603627813,0.45802710168114347,0.3719510307367412,0.3154961832594999,0.26820104353909274,0.2667835497325703,0.25829440100993173,0.25028709052880826,0.22634841699001712,0.2291738401782336,0.2236711564687281,0.21949660203435148,0.21416208710163293,0.21042515965411163,0.20941526856692302,0.20821476155368954,0.20631173597438102,0.21096654554451102,0.20965583576897392,0.21017939843813094,0.21738058116094805,0.21953847307775076,0.22833576041047343,0.22147989434294166,0.23099439139117375,0.23355321838743706,0.2575073580909135,0.272329438642549,0.2790277876788215,0.3027288892941304,0.3231450718006002,0.3536693004677388,0.24575023382188163
33,0.5969769703808069,0.561295568028505,0.4802596206923718,0.4365080839450429,0.35783731886743086,0.2911340068269924,0.2591620694384974,0.2573109415953141,0.2517582386441494,0.2385025238557854,0.24387462470626772,0.23162815569098177,0.23555988661586175,0.22462499663278432,0.22333123688066273,0.2211574027437809,0.21908004971221773,0.22004934307919252,0.21851125875428323,0.21883995399275472,0.22030460086275824,0.22035202393606176,0.2231710101759601,0.22426993590660646,0.23028553769504734,0.22744866574487344,0.23221138614141956,0.23683998883789706,0.24098908975512406,0.2513700854751793,0.25579527062665247,0.2693176732741469,0.2815836419457582,0.29946737757410924,0.25051395735001136
71,0.5932637371151199,0.5367538654732638,0.47284878102196237,0.4149890662089423,0.34372360699812055,0.2667718303944849,0.25012309533790206,0.24783833345805795,0.24656397844598213,0.2385422268271055,0.23898717428580005,0.23457852637920282,0.23634781851141504,0.23221695359741426,0.232925774915647,0.23032100174331951,0.22989277609229566,0.22723563672902952,0.22709057623800505,0.22630969102918871,0.22701733112271963,0.22649310105719264,0.22654392107952565,0.22736419387465032,0.22608012392965465,0.227894373371834,0.2275361296105646,0.22871155298902068,0.22926704384585578,0.2303882372065722,0.23256275357448342,0.23590645725416337,0.24002221209091615,0.2452654546804797,0.25527768087814107
135,0.5895505038494331,0.5122121629180225,0.4654379413515529,0.3934700484728417,0.3296098951288102,0.2674864369667888,0.2584533225352362,0.25306636723399484,0.24842553448739518,0.24533591694370932,0.24466133398033824,0.2430052300569623,0.2402771150758016,0.24229520851338004,0.24022331738617614,0.240249355367705,0.2360136018301972,0.23469291067443382,0.23464271114184146,0.23511974045985687,0.23505786118151292,0.2343743949626193,0.232555488196463,0.23583301007552313,0.235513197647784,0.2326664800551775,0.23277969826916295,0.23438149083205537,0.23525557204529632,0.23426611117593668,0.23594391688494787,0.2390865602643919,0.24062509340890081,0.24098651029375193,0.2428695431787689
