trading_days_to_expiration,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
13,0.42033494496188306,0.36480897235837434,0.3338699853770198,0.31677582447184577,0.3116914217177903,0.3110052021104101,0.31608547340035004,0.32118235745807017,0.32997294733094545,0.3457767805733276,0.35542847881874856,0.3709046834366035,0.38463329774114074,0.4101548178822458,0.29954211071218445,0.29999341048677575,0.30249839581102095,0.3038361941106934,0.3059222761758552,0.3099990837130223,0.31396829413106103,0.3170624886682553,0.3403773760743626,0.34408878473055615,0.3482128677174894,0.35318596067912694,0.35684945246110056,0.3603118462998704,0.36605777658114635,0.3709727492779896,0.3787425126632099,0.3981235215283878,0.417032390384663
30,0.34273928783687935,0.3286579160511031,0.32080006545831224,0.3152870055456447,0.316989355199162,0.3142377314120191,0.3165343725437548,0.3221572160868533,0.3244559518986375,0.33169008398497335,0.3352428524065901,0.34417627254428734,0.35395439217145225,0.3631817628451194,0.3069024989988115,0.3075670478820915,0.3106373984577714,0.31141727162818933,0.3140641531678264,0.31989744621357763,0.3255295508128043,0.3268048212434063,0.3422924872022653,0.3440293779307503,0.35033431601076187,0.35355105886667326,0.35831610016454113,0.3605763955158148,0.36866619250583993,0.3708218197017177,0.38277832393209205,0.40377821469209463,0.4208321316490937
54,0.3178789824360725,0.31200409400516654,0.3071843409311678,0.305167488304165,0.30586552114330134,0.30267217506332866,0.30276366147030237,0.3044970590981647,0.3067886240722644,0.3055655682048096,0.3076319794775657,0.3090303214253378,0.31016235531374486,0.31067045989398084,0.31426288728543855,0.3151406852774073,0.3187764011045219,0.3189983491456853,0.32220603015979754,0.329795808714133,0.3370908074945477,0.33654715381855727,0.34420759833016795,0.34396997113094435,0.35245576430403436,0.3539161570542195,0.35978274786798164,0.36084094473175915,0.3712746084305335,0.37067089012544574,0.38681413520097413,0.4094329078558015,0.42463187291352444
118,0.34134397739722344,0.2972560584587188,0.2938982755646659,0.29436953017103046,0.29307272219585245,0.29074333268028574,0.29118190186391874,0.2897960085748438,0.28911799938030375,0.2896523302540614,0.29010408719252145,0.2913298840381319,0.2895751249963458,0.2921817224255574,0.29241977309145994,0.29435939316427046,0.2962551165931974,0.29778039918388405,0.30010072121246695,0.3024070374493177,0.30732015609310437,0.3384622649464599,0.344148191530362,0.34609141942421684,0.3528208624915806,0.35538280475766004,0.360047297083926,0.3634493606564527,0.37112367885426156,0.3747067013943278,0.392468828364681,0.4132326491202322,0.42463187291352444
