trading_days_to_expiration,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12
3,0.16289061428530446,0.15401798028202415,0.11306205462330643,0.11493190354306469,0.16630985818627894,0.20714995121482238,0.2914969701868056,0.3322871694236107,0.39512766589171683,0.45846183590728284,0.522651896191133,0.21836145230532708,0.2223311298652506,0.22132660066989826,0.22656970369600496
23,0.16289061428530446,0.15572501231111355,0.15032530230640392,0.15041175865748876,0.14935177648697126,0.15285374719582373,0.1666026098390316,0.174773181730973,0.19107636722881738,0.3296100912003185,0.36603618037786056,0.21987603191202898,0.22800910063133134,0.2226676195732824,0.22778975001195928
48,0.1823450089779713,0.17885473833394286,0.17536406941597088,0.17350773259707955,0.17503574899426125,0.17490510794703254,0.1801079177187698,0.18268515524020032,0.1921588503104081,0.20075834649335417,0.20942046456458824,0.22139061151873088,0.23368707139741204,0.22400863847666652,0.2290097963279136
108,0.1681814946299977,0.14595839647862463,0.23796703292403626,0.23309117513689578,0.22349972581772734,0.2193085888973379,0.21607567596986266,0.21272095957990148,0.21650146289621972,0.2163854717048629,0.21684687269862518,0.2166531590991699,0.21998558176651414,0.22534965738005064,0.23022984264386792
