trading_days_to_expiration,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12
18,0.16496846617113112,0.16496846617113112,0.12439980282602539,0.13814454165327616,0.14489971822740708,0.14226524034366642,0.14176977186911266,0.1436344360793455,0.13893372143534677,0.1359076468469011,0.1303735332909708,0.1276238809972199,0.13706589018017867,0.16172866605924027,0.16191275608069655,0.1617642073767263,0.1641304947400245,0.1683395600444301,0.16617584555708534,0.17371652064502238,0.18188348500185372
38,0.16496846617113112,0.16496846617113112,0.14519264683499555,0.14955006042371674,0.15203683351268432,0.14997411917061512,0.15451100216746394,0.14835875564986575,0.14863224676410403,0.14810268967944734,0.14572390258839504,0.14031162708526035,0.145422557872812,0.15781279738902695,0.1573843411487798,0.15707358760530216,0.1601143246863706,0.16502487604605898,0.16840867231178408,0.1752540314342922,0.1844294563909996
58,0.16496846617113112,0.16496846617113112,0.1659854908439657,0.16095557919415732,0.1591739487979616,0.15768299799756383,0.1564757950664258,0.15410261666589226,0.15355433480610456,0.15240753081398928,0.15295902707485626,0.1529993731733008,0.1537792255654453,0.1538969287188136,0.15285592621686306,0.152382967833878,0.1560981546327167,0.16171019204768788,0.1706414990664828,0.17679154222356197,0.18697542778014548
118,0.16496846617113112,0.18011478954777949,0.17779609428740537,0.17059259614292796,0.16989538234263418,0.16629274318382084,0.16587618595786252,0.16627417814121226,0.1651660434132013,0.16522330367949392,0.16491971724914464,0.16532313712651228,0.16564453472945362,0.1664411710126133,0.16645482714815046,0.1681466647936784,0.1716542440428012,0.1639430188023866,0.17217900985575257,0.17933751361270783,0.18697542778014548
