trading_days_to_expiration,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12
24,0.21774496985156908,0.24380413418626917,0.20548029484116484,0.19295621296187027,0.1783746297596385,0.15369564393359475,0.1468846783636549,0.15003576610724897,0.14066218214515322,0.13493488542473198,0.1314427989785885,0.13613553381022173,0.14228831117869498,0.1429598056005146,0.15639324625017095,0.1595626314811981,0.17381674356255344,0.1824271505511273,0.18675173407832127,0.19992163995013942,0.20167718862632814,0.18443830739118747,0.18478292309329727
39,0.21774496985156908,0.2568337163536192,0.20039891363254284,0.19953031870204962,0.18368577190540522,0.17031036334675723,0.16530370207399364,0.1546523387484506,0.16019585539019673,0.15862782127296438,0.15608572038381222,0.16097018432857396,0.16596307835702706,0.17473481564730986,0.1828662211599114,0.18992956820507795,0.17747878930246652,0.18315055649310133,0.18547881346822565,0.19292439748462464,0.19440127249781752,0.18692660686534193,0.18775535254805095
59,0.21774496985156908,0.26986329852096924,0.19531753242392083,0.20610442444222898,0.18899691405117194,0.1869250827599197,0.18372272578433238,0.18160968778191305,0.18047024294737807,0.17833656912384918,0.17372160954845137,0.17356149463807566,0.17407542553773808,0.17357143084723184,0.17571492538572403,0.1783556935002226,0.18114083504237957,0.18387396243507537,0.18420589285813,0.18592715501910984,0.18712535636930694,0.18941490633949637,0.19072778200280463
118,0.2307745520189191,0.21056167604978684,0.21513617209805744,0.19778026004046179,0.19450086727769827,0.2030853869256349,0.19081541203645766,0.19064067454939787,0.18922140934606782,0.18938599300516903,0.1880048613892614,0.1857781803918728,0.18457567266726047,0.1854919339339262,0.1834413402384237,0.18287840719069162,0.18248707189317903,0.18178296307034922,0.1828402498381821,0.1827461559684905,0.18195000791703303,0.1818104936385436,0.19072778200280463
