trading_days_to_expiration,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10
12,0.21078846334128537,0.199585021358104,0.19296152298402552,0.18430684366970268,0.20022109433037993,0.1690616040414224,0.1701537246393769,0.16365008196707875,0.15950348454634128,0.16147518574653297,0.16801599701437683,0.19516352481827806,0.21955730101409696,0.22054066568418226,0.25405337430300357,0.19316264839656794,0.18491742433683384,0.18337675183283442
37,0.21078846334128537,0.19585054069704352,0.1919985170796862,0.1817429525330415,0.1733371500690734,0.17064072012168643,0.16808901666597084,0.1636596317165222,0.16282928404358427,0.16296707858799922,0.1644439213557007,0.1668267403940966,0.17180022542310056,0.1779010508830588,0.17912945451324702,0.19480354219163207,0.18260488267360353,0.18491895724406504
96,0.2070539826802249,0.1948875347927042,0.18943462594302504,0.18790233313215432,0.24265228021584323,0.22017386532397287,0.22317193379761763,0.2158371916451635,0.2084626352813613,0.20342363669512215,0.19922630254349274,0.19497879186206316,0.19154764957630788,0.19065879995472512,0.18887359394748632,0.18954250766329447,0.1802923410103732,0.18646116265529566
154,0.20331950201916443,0.19392452888836487,0.18687073480636385,0.19406171373126713,0.22228654829143457,0.2209806591562581,0.21446436037296776,0.21401853707764504,0.20702854692185205,0.2031948787244228,0.19968757466875728,0.19746784170888396,0.19734301095135556,0.19369216954577884,0.19152175460150384,0.18722996600006414,0.18183454642160382,0.18646116265529566
