trading_days_to_expiration,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
23,0.4249119379048775,0.42452081967823907,0.4261447878423444,0.418708634110566,0.40328984362993003,0.3899134388724146,0.29989355407432927,0.29233297146655685,0.26526468894497024,0.25315481444076154,0.26168717416972503,0.259714993990234,0.2661846774452588,0.27014405602776276,0.2765654124674288,0.36075269473381694,0.3540011340881141,0.34100876730877355,0.3462248643353453,0.3513319359781942,0.3560603858608316,0.36010133077855666,0.36560896053477376
38,0.4249119379048775,0.4243252605649198,0.42715233103771627,0.41398301404930493,0.40030606845087313,0.38620901167271376,0.36180389942005775,0.33339776868571425,0.3279813090723387,0.3146733904829219,0.3095567601254261,0.30148145978515584,0.30413168815401026,0.3046406276911644,0.31017874854165994,0.3498960433171611,0.3464380469735683,0.3420756710336491,0.34776600912375555,0.3523443270112083,0.3574122197691362,0.36076996932911465,0.36769413686232433
58,0.4249119379048775,0.4241297014516006,0.42815987423308816,0.4092573939880439,0.39732229327181623,0.38250458447301294,0.38480392080611386,0.3682751383470909,0.3620790447644802,0.35532308021388154,0.3555997566971638,0.3432479255800777,0.3420786988627617,0.339137199354566,0.3437920846158911,0.33903939190050525,0.3388749598590225,0.3431425747585246,0.3493071539121659,0.3533567180442225,0.35876405367744074,0.3614386078796726,0.36977931318987495
119,0.4247163787915583,0.4251372446469725,0.4234342541718271,0.406273618808987,0.3936178660721154,0.420577935086164,0.4122962931551114,0.41241644340769645,0.4163175560843049,0.4030482052293591,0.40102309375502304,0.38745481385580816,0.38158184453181865,0.37589802542165024,0.3716093461504728,0.3615642212026599,0.339941863583898,0.34468371954693494,0.35031954494518003,0.35470855195252704,0.3594326922279987,0.3635237842072232,0.36977931318987495
