trading_days_to_expiration,-2,-1,0,1,2,3,4,5,6,7,8,9
20,0.18574479638748959,0.17106545827439912,0.16142008527005106,0.15599520471857675,0.14565743070151796,0.15035841315248227,0.16364500972816357,0.19282300587367757,0.1784359300375958,0.18028842960020178,0.1813121366495203,0.1850514145249273
40,0.18207496185921695,0.1787227801577827,0.16741495318219834,0.1595003511222597,0.15371265252290506,0.14836699092559436,0.1598101252800222,0.17468899822359324,0.17113808644455986,0.17672745384981997,0.1809618122412017,0.1870347431164928
65,0.17840512733094435,0.18380068706401814,0.17483598572121997,0.16832880836462843,0.1643078367648061,0.15726058792870515,0.15597524083188086,0.15655499057350888,0.1638402428515239,0.17316647809943816,0.18061148783288306,0.1890180717080583
125,0.17473529280267175,0.1726103861670346,0.22628452799280374,0.21637115039528446,0.20854390396292066,0.19883559858145966,0.19113913221367002,0.18573377363063176,0.18384940535058358,0.18166246105783895,0.18306808593336177,0.1910014002996238
