trading_days_to_expiration,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
16,0.33821060656649843,0.29841494183930456,0.2667230583530257,0.2504744681450805,0.240411714063572,0.23400714132048075,0.22166316735102942,0.2192087906571697,0.22100367024252981,0.2197194700839809,0.22410127109517827,0.22625006653248697,0.23798414878714175,0.24283451179977839,0.2595264552267961,0.2745678601531456,0.28666914538301896,0.2997443846360381,0.3134054161926225,0.323319824740394,0.3426933546163019,0.25694810614380476,0.26009038975019383,0.26564067894141047
31,0.32172205578649415,0.3119943169079359,0.28357406607379376,0.26447531293081905,0.24735652071960643,0.2336550826609872,0.23250295499415072,0.23195634070841598,0.23481668276151246,0.24536000762068105,0.25940382994637673,0.28190654505440993,0.23850703850041124,0.24126424938120722,0.2508634073383376,0.25959831026614344,0.2675836814539274,0.27875251914401855,0.2863218327370073,0.2908522973840407,0.308777911125382,0.26882776354771604,0.27341857446635687,0.2786676014730556
51,0.3052335050064898,0.2894284805551185,0.26897145960612984,0.2629890796678244,0.25668185560784473,0.2527127403329495,0.24718823607416457,0.24474970095926427,0.2393564249637752,0.2400909544374656,0.23761646565348563,0.2372764573671158,0.23902992821368074,0.23969398696263608,0.2422003594498791,0.24462876037914133,0.2484982175248358,0.257760653651999,0.2592382492813921,0.25838477002768745,0.27486246763446215,0.2807074209516273,0.28674675918251985,0.2916945240047007
111,0.2782987561715952,0.267904683650142,0.2596236266674071,0.2567924619399071,0.2537520967884704,0.25160773385988444,0.25013835572439436,0.24906601081826632,0.24720900633882667,0.24660730666959177,0.2441288371985016,0.2438941426858674,0.24426353653516833,0.24305663132554464,0.24301109227220014,0.24292666813574387,0.24329588786125042,0.24451703217846824,0.24515553471473694,0.246206314281693,0.2450684487398935,0.24676220503403085,0.25261375640976536,0.2916945240047007
