trading_days_to_expiration,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
11,0.41174857855378044,0.41174857855378044,0.3610525022342681,0.3103564259147557,0.27543600127386714,0.17295324864345835,0.2548876053112305,0.2092038477827819,0.22902300112236446,0.1823130060044578,0.19475632615212227,0.1801672875585189,0.17986666401458792,0.16564625121284005,0.16573367075282053,0.15828295764182945,0.1570907382231739,0.1561004823839168,0.15666241444938298,0.150123905633349,0.17245026194875723,0.16657121055602847,0.17526974974965268,0.17554923850998527,0.19344413879529498,0.1919462250658264,0.18991996267942446,0.23919605115900988,0.27788579329438096,0.31621484594784477,0.33986920551511857
31,0.41174857855378044,0.39907455947390236,0.34837848315439,0.3016263197545336,0.24981531311626493,0.18804277115609144,0.2428595505890282,0.21378316708222161,0.21848165832599276,0.19019826371885817,0.21553550188109674,0.19757916955441945,0.1873146469763891,0.17765394455386221,0.1695123322727773,0.1651408350787499,0.16554041996979052,0.16758010457338218,0.17268936555196088,0.17757193586044576,0.18277119049953894,0.1734518228832024,0.17875305332672808,0.1800229635813127,0.19306966036292783,0.19143965946922592,0.20223898479932081,0.24886848669285266,0.2874680564577469,0.3221284358396632,0.33986920551511857
76,0.41174857855378044,0.38640054039402427,0.3357044640745119,0.2928962135943114,0.22419462495866274,0.20313229366872454,0.2308314958668259,0.21836248638166136,0.20794031552962108,0.19808352143325858,0.18664633013939463,0.18391078118743726,0.16888127253122714,0.1741410238351859,0.17096105355729846,0.1665986843633685,0.16788201111837966,0.1678493569253889,0.16883687992227342,0.1698235304065584,0.1710010246860897,0.18033243521037637,0.1822363569038035,0.18449668865264013,0.19269518193056068,0.19093309387262541,0.21455800691921717,0.25854092222669545,0.29705031962111283,0.32804202573148167,0.33986920551511857
135,0.41174857855378044,0.3737265213141462,0.3230304449946338,0.28416610743408927,0.19857393680106056,0.22900994948997752,0.2200176718248039,0.22369274375201292,0.19512666076703944,0.1964199237926904,0.22367289321683526,0.221615916155913,0.217199971497609,0.213794001010077,0.207051397217626,0.20135721595558104,0.19759544601279447,0.19437685708424182,0.19166972325314544,0.1901245934477713,0.1889223975616931,0.1872130475375503,0.1857196604808789,0.18897041372396756,0.19232070349819355,0.19042652827602494,0.22687702903911353,0.2682133577605382,0.3066325827844788,0.3339556156233001,0.33986920551511857
