trading_days_to_expiration,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
11,0.37925898603414393,0.3640571871155318,0.35316882764788315,0.3520652403427036,0.3588121130870463,0.3569099611951462,0.35676783407711493,0.38356966101222334,0.3964427652888785,0.3790968952015186,0.3747130307686197,0.3744686285620378,0.38838916081167346,0.40670007614877995,0.4139796954007122,0.5120911822679691,0.3351719514769934
35,0.36846818589356956,0.37477814689530864,0.38091256791338807,0.36951963909586644,0.365866393994837,0.3554692039440424,0.36749885282383243,0.36395263399982475,0.3635197847346115,0.3678513581487383,0.36604202592807544,0.3655063772146867,0.37130374734013233,0.38137541558092897,0.3896695681383372,0.44211072203041313,0.33553754873073555
54,0.3695339498022255,0.3734640713130659,0.3514963966852586,0.3393362089542471,0.3666211724242701,0.3605746703568852,0.3606835027207491,0.3606568465970181,0.3521703002148376,0.35675158479859576,0.35737102108753116,0.3565441258673357,0.3542183338685912,0.356050755013078,0.3653594408759621,0.3721302617928571,0.3359031459844777
117,0.3667955684588786,0.37515963826926685,0.3625154867514408,0.34755756857613895,0.3454017046867922,0.3420399921898848,0.3401544521707383,0.3365792552539112,0.34845546911505937,0.32793990898986003,0.3392793563950099,0.32993968059485684,0.3349639191817345,0.34050584994518646,0.330561641167606,0.3348063542232512,0.33626874323821987
