trading_days_to_expiration,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
7,0.31392690288391223,0.31392690288391223,0.31392690288391223,0.31392690288391223,0.31392690288391223,0.24721271439715042,0.21867750929570576,0.21633385470302618,0.23303448016634903,0.19885537276599563,0.21057026095264114,0.17228532323422982,0.18520021784809088,0.17369426230194102,0.17385830149170384,0.1664551435487763,0.1746842027223175,0.17765859274924242,0.1823901659327675,0.1879671402179946,0.1926990616971273,0.2011734748289669,0.20774579510414154,0.2008019159368166,0.21510035180866094,0.2108024990643597,0.22416986093478664,0.27187187628570136,0.315757050376052,0.3601825760568104,0.40586993626969664,0.42191840305183825,0.4975715466439541,0.21791181654669065
31,0.31392690288391223,0.31392690288391223,0.31392690288391223,0.31392690288391223,0.29724835576222175,0.23053416727545997,0.21936694156690828,0.2144725951354839,0.22042147283112604,0.23382527262725167,0.2068062968785836,0.19619698996198195,0.19372485040867418,0.19929216040192774,0.18153514773538088,0.18111312388850434,0.18040573146311076,0.18267617109645412,0.1879052118972331,0.19503248460038314,0.2029704009417682,0.19667955081484945,0.1993606039270208,0.19675780621938885,0.20484262518968846,0.2029394233464082,0.21010364959713063,0.2346207922279353,0.2571379884914651,0.2805669751089261,0.3052786972334355,0.31449980598270866,0.3546985822997495,0.2209549158422635
71,0.31392690288391223,0.31392690288391223,0.31392690288391223,0.31392690288391223,0.2805698086405313,0.21385562015376952,0.2200563738381108,0.21261133556794157,0.20780846549590304,0.20371982472172073,0.19833519942774303,0.1994708163524671,0.19505145916122438,0.19595484859189083,0.19372295822555546,0.19363402788610976,0.19331852433925018,0.192663874697689,0.19257609018049274,0.19194771041995987,0.19100795875055568,0.192185626800732,0.19097541274990004,0.1927136965019611,0.19458489857071598,0.19507634762845666,0.19603743825947462,0.19736970817016924,0.19851892660687812,0.20095137416104175,0.20468745819717427,0.20708120891357912,0.2118256179555449,0.2239980151378364
136,0.31392690288391223,0.31392690288391223,0.31392690288391223,0.31392690288391223,0.2638912615188409,0.21626656472473765,0.21819511427056848,0.22282290786714531,0.20333191913094933,0.22890958443065004,0.2174609570306546,0.21888583376629306,0.2080832885048985,0.20649264639098036,0.20406090529681895,0.20567200980511863,0.2033898508514364,0.19940741032606055,0.20142929984120578,0.20078629850148985,0.19635517601409364,0.20051415396381797,0.19588866434335833,0.20390702415531103,0.20269369881753785,0.20962310428162165,0.233954657272588,0.2565633792731106,0.2793507513318443,0.3034106552153692,0.31330293062450626,0.35232637777876663,0.21486871725111778,0.2239980151378364
