trading_days_to_expiration,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12
2,0.7430736984933437,0.7430736984933437,0.585553773836656,0.5781646042082081,0.5405391416521232,0.6209073720635517,0.8994245581991906,0.8462407180008386,0.7166296452471836,0.4834010737519359,0.37843261812395557,0.29103199544724734,0.2740674312031303,0.19845113580347984,0.2962532731259664,0.3757381195033974,0.4228954079428045,0.45718774899682335,0.4519494969515303,0.43357346883519376,0.42602999810142905,0.42251149115411035,0.4229876021220019,0.4238696000529051
27,0.7430736984933437,0.7430736984933437,0.6279697368819595,0.5803756928970861,0.5906895371200276,0.6976323577115379,0.6373467670982834,0.6051747272185323,0.5847222282352793,0.5760055664362528,0.5502711007697358,0.54077720492789,0.5049552287109456,0.5008020053117208,0.48113044971964486,0.48051913465107193,0.46359863436297244,0.45558271327661787,0.44479495826316223,0.43153999346539357,0.4242917381043469,0.4224904976775331,0.4232466510825249,0.4240515500578336
45,0.7430736984933437,0.7430736984933437,0.6703856999272628,0.582586781585964,0.6408399325879319,0.6179205686730246,0.5384336691037637,0.5250273437207519,0.5515768584922613,0.48988391181660385,0.48044485755932337,0.4928901293965672,0.4964525610848116,0.46580947314119914,0.4639842936538489,0.4748758599447031,0.45122525668412206,0.443012972109423,0.4376404195747942,0.42950651809559337,0.42255347810726474,0.4224695042009559,0.4235057000430479,0.4242335000627622
105,0.7430736984933437,0.5431378107913526,0.5759535155193303,0.4903887461842189,0.5441823864155656,0.5017297034514765,0.49991861443711927,0.48916693464088806,0.4899370739851711,0.48025164747966664,0.46228262219176125,0.4623455807169351,0.4675945943500034,0.46865906449595346,0.474794917163543,0.47724016853493684,0.45879278471702883,0.4591040356398983,0.435606944204994,0.4277682580985112,0.42253248463068754,0.4227285531614789,0.4236876500479765,0.4242335000627622
