trading_days_to_expiration,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
11,0.12963115239561177,0.10638982453745018,0.09391162925049393,0.0892617770475799,0.09550696270339147,0.12654553581380698,0.15580999307738552,0.18080442574516656,0.21013307074131432,0.16330537241032614,0.1742095723581279,0.18286976130291385,0.1975873703678615,0.21471058410701005,0.23947308962036218,0.2586841392051079,0.2729326173756299,0.2974304105159359
36,0.12382082043107137,0.20513647002198115,0.18026231731733594,0.156714387944874,0.14188623505813014,0.13386084517553132,0.13292893501315045,0.14064234190795924,0.15398691766387412,0.17213814207999964,0.1848830236861251,0.19296374937183103,0.21039121940388195,0.21615037234138607,0.24724732871335423,0.2624964093690258,0.2764113533778313,0.3044367628953041
95,0.11801048846653098,0.1597556151081046,0.15262645918789716,0.14395830371270357,0.14000408780716442,0.138057665803803,0.13773111300669055,0.13893939849333767,0.14563983307097916,0.1528626697021335,0.16268178516507947,0.17197967229582065,0.21183100763825796,0.2239246114343781,0.25105959887727214,0.2659751453712272,0.2834177057571995,0.3044367628953041
155,0.11220015650199057,0.15108380777427954,0.14596066848961098,0.14375052530858412,0.1413599850549183,0.1397389470298745,0.14037708872494334,0.13945346175481074,0.15447260274065266,0.1635361210301307,0.17277577323399665,0.1847835213318411,0.213270795872634,0.23169885052737016,0.25487186904119,0.2694538813734285,0.2904240581365677,0.3044367628953041
