trading_days_to_expiration,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
7,0.24836744008868397,0.23947422288298284,0.23650126860112045,0.2281394795238672,0.2355022366983073,0.30627616557988474,0.23857514312426745,0.23686245206507656,0.22182482213099708,0.22035422704539215,0.22086453851556706,0.21862799951783463,0.22726944796916268,0.24539698496968623,0.2874424682067117,0.3255231056283809,0.37413099521654186,0.42336827602636645,0.4732145220881997,0.5238424757147143,0.23722973417808285,0.24466278349075712,0.2507046341469328,0.25955941049796977,0.26235614067170365,0.27572664725099894,0.2898470042061183
27,0.24836744008868397,0.23650981714774913,0.23649841908557756,0.23201429868601314,0.23826067572822165,0.22804957771400103,0.22756543438573623,0.2263319981109318,0.22633803184431314,0.22530764488040747,0.2272752635392325,0.22510730059763193,0.22497826763117187,0.22698218465070222,0.22635334740796154,0.23073351650879512,0.2275391264750014,0.23380069552394508,0.2339626988353305,0.24193360688701693,0.24313946986495133,0.2534871074057574,0.26223867673005674,0.27483812246910844,0.27848540445738645,0.29769535476116327,0.31698059620881747
87,0.24540303435345026,0.23650696763220624,0.2203898411995753,0.2299853586384786,0.226172227471952,0.2287922011418215,0.22635043486490372,0.22814713008366608,0.2262642356052965,0.22695183857664925,0.22642293394329877,0.22667863999613325,0.22572048011268261,0.22669627310122495,0.2266722373096117,0.22705780708718942,0.22610341273083323,0.22625701880881238,0.22635587860538015,0.22541026280434587,0.22701413566075657,0.2276365489806849,0.22900198655569243,0.230097613100338,0.23178923223067024,0.23557982020072007,0.2395000515225774
151,0.24243862861821655,0.23650411811666333,0.22426466036172124,0.23274379766839295,0.2662241965259184,0.23368367213304447,0.2154999981877799,0.21936995077172217,0.21797952333911733,0.21797546016075017,0.21883325037454518,0.21710524884138116,0.21697224554992162,0.2160072885474062,0.21680331206592385,0.21616286337415197,0.21486400314195767,0.21599777466704256,0.37509917716004726,0.23131999849121435,0.23583845957575686,0.23917059156380885,0.2442806985268311,0.24622687688602082,0.2537579397408346,0.2627134122034192,0.2395000515225774
