trading_days_to_expiration,-3,-2,-1,0,1,2,3,4
11,0.2901187759591047,0.2682326290438227,0.2670741301093981,0.23510955603668438,0.2400462834287084,0.23769740311050272,0.24811982787499126,0.25467575237783346
30,0.28470927901135945,0.2784656802207369,0.261296728618759,0.26298165942780855,0.25644923342574993,0.257623500146741,0.25986116232233736,0.26085799993904285
73,0.272939542189715,0.2724025838657574,0.26163958717883606,0.2629233493110891,0.26422941155324736,0.25732496855434783,0.2592916747662415,0.2571415968334333
136,0.27531996080785015,0.2853330636698722,0.2865929973151762,0.2795256985593133,0.2764820404493253,0.26534850519187014,0.2629484026664993,0.27957074389544706
