trading_days_to_expiration,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
3,0.44171696909238184,0.6443437753721252,0.4827404825238234,0.34856941704321454,0.28374114147346313,0.1666091951856913,0.15631578910021038,0.2028734458446449,0.2977323235956552,0.40267457257068445,0.42537134888630906,0.47549008410861426,0.5264343815687712,0.577822230491007,0.6292780491984878,0.3009114176113973,0.30713876319154637,0.3143311121572006,0.32315066632366196,0.32848864755438895,0.32848864755438895,0.32848864755438895,0.32848864755438895
22,0.44171696909238184,0.35418255638186646,0.32329131771691433,0.2849133946219186,0.2795118623954388,0.26396380440956,0.255403768130269,0.25599455882315236,0.2610779102194475,0.2730323759658057,0.28104955040107055,0.384671318326103,0.40951997308887245,0.4352870258577413,0.4638364486298279,0.3021697023865119,0.3089941512065063,0.3160718986250678,0.3258196569390255,0.32848864755438895,0.32848864755438895,0.32848864755438895,0.32848864755438895
62,0.44171696909238184,0.4260221606481232,0.3983584406596986,0.3688427344073205,0.34947755927988927,0.3304736612499307,0.3148425319862419,0.30486787738257687,0.2978967801416205,0.29324450553498693,0.2918368626203984,0.29385255254359177,0.2926055646089737,0.29275182122447563,0.298394848061168,0.30342798716162656,0.3108495392214662,0.31781268509293503,0.32848864755438895,0.32848864755438895,0.32848864755438895,0.32848864755438895,0.32848864755438895
121,0.5430303722322535,0.45438132158597333,0.3870135442549152,0.37489176201611474,0.35561926777331004,0.3389404231021248,0.33138635473732936,0.3206814825011135,0.311975285890022,0.3035002816852774,0.3008161364774927,0.2977778315193687,0.2970181801005116,0.46101493521148174,0.29965313283628264,0.30528337517658644,0.3125903256893334,0.3204816757082985,0.32848864755438895,0.32848864755438895,0.32848864755438895,0.32848864755438895,0.32848864755438895
