trading_days_to_expiration,-2,-1,0,1,2,3,4,5
22,0.25826925144975055,0.25532240577077764,0.26158895624135226,0.26103606040220306,0.2686973862450306,0.27855798129302417,0.28783856446265577,0.25960731193940906
41,0.26326454482343775,0.25963497951925074,0.25960771132103655,0.2564658131077122,0.25210383479284654,0.2516434655602967,0.2614434780888742,0.256626239720326
84,0.26061716513921773,0.26647588627473784,0.2589997128775013,0.2614317109444188,0.25636268890843783,0.2499601986769659,0.25654330843925294,0.2536451675012429
147,0.25796978545499766,0.2680730243556264,0.2601313260053302,0.2584291146662822,0.2598409068278504,0.2589991677976182,0.26258838415849217,0.26389967368043643
