trading_days_to_expiration,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
8,0.8547520344065453,0.6447243008434858,0.6661966799494643,0.7178910741995523,0.6720949051826807,0.6751173617597946,0.6556254773399819,0.6466186869088429,0.6361600182515602,0.6224352983743309,0.6074738014184956,0.6076573091582391,0.6015846694011249,0.6025959713002305,0.5962695202778527,0.6027230037740535,0.5979075158210991,0.5149191899160209,0.5219471920346305,0.5244966536347982,0.5320244394518483,0.5394177558533829,0.5442492806481707,0.5542319447247972
33,0.8022451010157805,0.5490072294467844,0.5971221080487736,0.5883910603706707,0.5426211326845282,0.5406949749175176,0.5451048419970576,0.5416320411001015,0.5643373318320887,0.558839016151668,0.5489131904792455,0.5459785408844419,0.5634118159048755,0.565271238383166,0.5608012038615999,0.5507011500860186,0.5607498466094653,0.5154817488592167,0.5240659650900413,0.5236526113794713,0.5366323746157003,0.5385064788902982,0.5475763200086493,0.5558962374026319
51,0.7497381676250156,0.45329015805008294,0.5280475361480831,0.4588910465417891,0.4895552142634192,0.5412660793154905,0.49311869265653113,0.47394545574583224,0.5233609217609804,0.514939061926331,0.5279085353122108,0.502493714182795,0.543446421799466,0.5260008933138752,0.5035648609225717,0.5310903393465685,0.509953116592859,0.5160443078024124,0.5261847381454521,0.5228085691241444,0.5412403097795523,0.5375952019272136,0.5509033593691279,0.5575605300804666
111,0.6972312342342506,0.4911576469166113,0.4348258481885431,0.4288404359395386,0.43827245205347887,0.4425195359751145,0.4446772285845018,0.4535306707422795,0.4882272199927602,0.5124167615228562,0.5063069826513412,0.5008247377887615,0.46506806035133413,0.4980598917237093,0.5248350225702755,0.5101181016262107,0.5143566309728252,0.5198284189792197,0.5253406958901252,0.5274165042879964,0.5403290328164676,0.5409222412876922,0.5525676520469626,0.5575605300804666
