trading_days_to_expiration,-2,-1,0,1,2,3,4,5
24,0.2503454143018916,0.26110962213627964,0.2500095659886164,0.25557672467953724,0.2597904388211469,0.26819886387964853,0.27898679470173143,0.2673126865544698
43,0.2604172594915477,0.26762837460846695,0.26447934151018637,0.2557348012564,0.25212298188444715,0.2534767172433517,0.2579978656064202,0.26783317914561355
86,0.26604937640512194,0.2619038934823673,0.26347318648833606,0.26106928052282863,0.26546160227147864,0.2671367133262913,0.2613070626500458,0.26835367173675734
149,0.2635794992707008,0.28032592334213874,0.27278085825887033,0.2701400111635431,0.2701136487644564,0.2640367333685925,0.2667921939633261,0.26887416432790107
