trading_days_to_expiration,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8
13,0.37290199926961337,0.2786462693012079,0.1778309146170638,0.30048388035239665,0.21078329980058588,0.22847802292396183,0.22903262799504148,0.22805612682148402,0.2265929197979528,0.22719379365035122,0.23587658947423454,0.23576801936909442,0.244719510520969,0.26895528012409303,0.26810492001834746,0.2687157202033711
38,0.37290199926961337,0.23151840431700518,0.23032136448252136,0.23084519018881763,0.2307961346112304,0.23029558270894407,0.2320455635732552,0.23597764029033497,0.23675670378457211,0.2315013451290101,0.25435889188382493,0.25293634465613396,0.25779339014989394,0.2682957058261548,0.26855928890841024,0.2703710677877731
58,0.37290199926961337,0.34381230638239335,0.3467736973738168,0.32002690240777004,0.30858613961874015,0.29847798036597895,0.2897707465123566,0.2848458127614837,0.2794956133352816,0.2785676737614083,0.27284119429341536,0.2701046699431735,0.27086726977881886,0.26763613152821664,0.2690136577984731,0.27202641537217515
116,0.32577413428541063,0.2608216104997286,0.2955094899137293,0.28888413497204096,0.28228881087356317,0.277189978230391,0.27606860352435625,0.2723867896931137,0.2714043709038048,0.2699951032759647,0.268271489331519,0.2680024335941752,0.2674930071894292,0.2676505511282846,0.26706037261896903,0.26838976838858186
