trading_days_to_expiration,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
3,0.2470980639212909,0.3934564202231738,0.3999678691539236,0.4065690471690071,0.29067449518097227,0.2636141241152564,0.1801339566376648,0.16743417476963052,0.15031081421853015,0.14159153400528246,0.14218465541099654,0.16180654983157894,0.18420294017485048,0.23560720895738305,0.2825247329827626,0.3121368975381408,0.3554750587581881,0.4066789304201551,0.48029548534464744,0.5026787878400549,0.5445462319667876,0.5927348689524898,0.6412686183906957,0.23208938035050047,0.24626625119553305,0.24626625119553305,0.24626625119553305,0.24626625119553305,0.24626625119553305,0.24626625119553305
27,0.2470980639212909,0.22913525606792506,0.2229695870412492,0.21588396692603112,0.20302555917574566,0.1936467420502909,0.187137473225639,0.18020271985555014,0.17933458091681773,0.17427071692840054,0.17404213555929338,0.17519592155178923,0.17669075474789542,0.18263307083678124,0.1898935225986694,0.20124733789674676,0.21465679712325333,0.22794834724878135,0.23740088786669628,0.2612714755824116,0.3844650809938593,0.4120089083737149,0.4402939115009073,0.23917781577301678,0.24626625119553305,0.24626625119553305,0.24626625119553305,0.24626625119553305,0.24626625119553305,0.24626625119553305
62,0.2958841826885852,0.24875768668508344,0.24561193954191318,0.23016876930151026,0.22783120738169835,0.22265857614357135,0.2151779099469716,0.21251695421065145,0.21007738352901975,0.20544916998491763,0.20211271614543705,0.2004056075096587,0.19998118235700613,0.20056214213503565,0.20073223051894995,0.20265605762979394,0.20487300757764776,0.2085640217685341,0.2128183060976703,0.21715498978194922,0.22438393002093096,0.23128294779493994,0.23931920461111889,0.24626625119553305,0.24626625119553305,0.24626625119553305,0.24626625119553305,0.24626625119553305,0.24626625119553305,0.24626625119553305
122,0.3446703014558795,0.25233092239030497,0.2375497308959808,0.24035149658092278,0.23133510069391883,0.2387712624410218,0.22610759813357,0.2240894264952165,0.2244532312503892,0.22032211951374198,0.21754311501055776,0.21855263931194266,0.21846788995702066,0.21676969056935763,0.21673096456176172,0.21708610739534423,0.21685319062326874,0.2174660946799775,0.21817303892363363,0.21854931249820747,0.22104449582097893,0.2220170129489128,0.2250009449279842,0.24626625119553305,0.24626625119553305,0.24626625119553305,0.24626625119553305,0.24626625119553305,0.24626625119553305,0.24626625119553305
