trading_days_to_expiration,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10
12,0.21567254620012852,0.1797604645504402,0.17371953013061928,0.15236357914172485,0.1517760730140483,0.15565532593108872,0.17376924688794565,0.19812654863929274,0.23090827410111334,0.26922603324260236,0.29474629632729443,0.3375498163656394,0.38105149292884777,0.4392995776751043
27,0.20669452578770645,0.21614073138607387,0.20582483830467124,0.19550332612883495,0.18888275139256092,0.18069516264319863,0.17890171440046101,0.21947482268980031,0.23314014218774584,0.2488387782165721,0.259487592665237,0.281579581207673,0.3956135141154119,0.4392995776751043
72,0.19771650537528435,0.32202889154527564,0.30247210388854995,0.2859010310342823,0.27404540600257754,0.2633199736901234,0.25246044844616483,0.24082309674030788,0.23537201027437835,0.22845152319054185,0.22422888900317967,0.22560934604970667,0.41017553530197604,0.4392995776751043
126,0.18873848496286227,0.31438981655545184,0.30052151811497385,0.2892591985285754,0.2780155522568854,0.2674426129561751,0.25883790927397726,0.2468701940796242,0.24154497137182554,0.26159890975891814,0.2808893526844095,0.3033304194892772,0.42473755648854017,0.4392995776751043
