trading_days_to_expiration,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11
22,0.16599775237814038,0.13898265758810419,0.13701930053328082,0.11955227114802394,0.12177183188156354,0.1212916152743164,0.11898173341774472,0.1331984113227014,0.12847964568312376,0.14436183174909528,0.13809750273983232,0.16088407308742095,0.191348627098753,0.19569389869143533,0.22255685751051593
42,0.15924397868063134,0.13849181832439833,0.15979628806431964,0.14320475821492204,0.1289160380728363,0.12277877273876404,0.12064571836065655,0.12388666621684333,0.12892858895198642,0.1394958123712597,0.14040234023732276,0.16850021159025397,0.1924349449969236,0.2024096383962055,0.22255685751051593
87,0.15249020498312227,0.1380009790606925,0.16178040325058293,0.14997298156417502,0.14004909023470025,0.13185968860322217,0.12698487048932403,0.12450052241598544,0.12937753222084908,0.13462979299342412,0.14270717773481317,0.17611635009308696,0.19352126289509416,0.20912537810097565,0.22255685751051593
147,0.14573643128561323,0.13751013979698667,0.14066633719930344,0.19804454091106977,0.1860759613560242,0.1748536874073545,0.1623559612743308,0.15413748381425374,0.1452113519741168,0.1416231435184423,0.14501201523230361,0.18373248859591998,0.19460758079326473,0.21584111780574577,0.22255685751051593
