trading_days_to_expiration,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
5,0.48848379681404847,0.4023694597110785,0.2565247623866224,0.18382716654870376,0.13594967884294204,0.1478011799403381,0.1673825821491997,0.202945645462319,0.22021281171442228,0.2776430710903679,0.3267982955035563,0.3634129500893787,0.3938272841011001,0.4602580021969299,0.5094489730980006,0.5592484484937644,0.6097902774652985,0.6344694473528052,0.6847980804202871,0.6847980804202871,0.6847980804202871
20,0.3259203221098328,0.27131617701768224,0.23210839376462858,0.20677268999796594,0.18966187096402443,0.18763522637315014,0.18722600290724759,0.19069917229297031,0.1993601156465805,0.21032702201585984,0.2259160013014928,0.298287384054993,0.31302635840905413,0.34648761460205824,0.3739766254339612,0.4035922380357393,0.6159600699371751,0.6470516056196757,0.6847980804202871,0.6847980804202871,0.6847980804202871
65,0.3514033679769147,0.3584803720176164,0.3291946073877837,0.301049040766422,0.27633853028573085,0.26249624315459813,0.24994104742835738,0.24495919251593262,0.23824443227665207,0.23445284036466243,0.23163219322723752,0.2331618180206073,0.23222543271700813,0.23271722700718656,0.2385042777699218,0.24793602757771416,0.6221298624090519,0.6596337638865462,0.6847980804202871,0.6847980804202871,0.6847980804202871
123,0.3768864138439966,0.3203341026263303,0.29963256462501586,0.2851910910426127,0.2700685125854367,0.2578157424252233,0.25417727280668756,0.24911106939980077,0.24752265451439193,0.24330237302090138,0.24001367825461897,0.23745976916876518,0.23689430611585452,0.24093438787567636,0.39887636313184316,0.4288631525215063,0.6282996548809285,0.6722159221534166,0.6847980804202871,0.6847980804202871,0.6847980804202871
