trading_days_to_expiration,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
20,0.4289103340336061,0.3317953858769144,0.42347889357060153,0.29478445993781255,0.26403259022865405,0.24616192754454808,0.23365948698533337,0.22890623237692354,0.22263263667980046,0.20610131463114156,0.20907015520160835,0.19882102237363866,0.1955092765479286,0.19055215316521332,0.1848593936113682,0.18620620987612585,0.18410974373439898,0.18466613289295442,0.18307199208472258,0.18880549535520585,0.1861024080098523,0.1881009426339828,0.19295555742559795,0.19454100952472242,0.2090028005394487,0.22219275669891106,0.2519131438178733,0.27513653780324954,0.2311663255619361
38,0.4046315969944332,0.3547162628003362,0.39130528516240426,0.28709649251052294,0.2595649245576276,0.2408653813769165,0.23176642443083617,0.2311879979236708,0.22428628059147046,0.21404010428831002,0.2159938930863633,0.2289903825356401,0.21672972278080346,0.20746494696355655,0.20069935042150408,0.20009761476890736,0.1997563885617037,0.19917121083339806,0.2030299762264323,0.2099632813619919,0.1965003373372567,0.19765957787229196,0.20074696466085074,0.2022427372473879,0.21024659596180736,0.21786420235429182,0.23479454748540066,0.250766104670324,0.23355165257420485
79,0.38035285995526025,0.37763713972375795,0.35913167675420704,0.27940852508323333,0.25509725888660106,0.23556883520928487,0.229873361876339,0.2334697634704181,0.22593992450314046,0.22197889394547848,0.22291763097111825,0.21590278022485052,0.22017021455508062,0.21106742303449585,0.2085652639750864,0.20858927122514542,0.21477990768618027,0.20702892612624374,0.2104443628913022,0.20703269585190295,0.20689826666466107,0.20721821311060112,0.20853837189610352,0.20994446497005334,0.21149039138416603,0.21353564800967256,0.21767595115292804,0.22639567153739854,0.23593697958647364
142,0.3560741229160873,0.4005580166471797,0.3269580683460098,0.27172055765594366,0.25062959321557454,0.23461416109730912,0.22938979712663127,0.22805120007510926,0.21602061956714103,0.21552452457354343,0.21086932667237845,0.23585908785735615,0.23406402899891188,0.22372867903594573,0.22021996150431938,0.2181709092793641,0.2166559572339309,0.21656883559123033,0.2160895005563826,0.21667598163977592,0.21892586436915837,0.21885371831362344,0.22035163561469015,0.2236629972699465,0.21684157404153853,0.23272439591377292,0.2464062444780888,0.22878099854966732,0.23593697958647364
