trading_days_to_expiration,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9
10,0.3211648060841624,0.27920531872322873,0.22293346293553795,0.18411684016725738,0.14392888644456958,0.13747801078444852,0.1522583968713169,0.17981676359934856,0.22825793327690821,0.24527089898922833,0.31130371705417315,0.3395514685861532,0.38747749485299793,0.417730844334471
25,0.310674934243929,0.2497044326165234,0.21995457320547432,0.20278775652037712,0.1876662891612844,0.1721074836295746,0.163794478311492,0.21137428818630677,0.2309025973315152,0.23469342178861213,0.2639887817556765,0.278883167657375,0.39504083222336617,0.417730844334471
70,0.3001850624036956,0.34899928749062387,0.32129408124885367,0.3026259381629155,0.2873729815369231,0.269199117951407,0.255966651052906,0.24293181277326498,0.23354726138612214,0.22411594458799597,0.21667384645717996,0.2182148667285968,0.40260416959373446,0.417730844334471
124,0.28969519056346216,0.3294334149722398,0.3167544869993617,0.30518716413081104,0.29094714899120216,0.27886355273697533,0.2705544331359567,0.2571137505338954,0.24827927228848018,0.26770983082108457,0.2781126575216666,0.3028461807907974,0.41016750696410276,0.417730844334471
