trading_days_to_expiration,-1,0,1,2,3,4,5,6,7,8,9
13,0.18127690397170074,0.1618094582229717,0.14870972310590094,0.1415470868279961,0.14061349112550403,0.16755708242306747,0.1966146109588727,0.22438564029201213,0.17740173269979445,0.17857273813376023,0.18328460928668533
33,0.18165606302476622,0.1686511430060884,0.15824377107737103,0.14774276205239698,0.1387965562307006,0.13694169824876795,0.17570110820883483,0.190858704424816,0.17562663028173636,0.1788283087098018,0.18511535797780926
58,0.18874395558327256,0.17768681900291342,0.16909977409828114,0.16131428917461396,0.15497018445137375,0.15088987576258214,0.154787605458797,0.1573317685576199,0.1738515278636783,0.17908387928584338,0.18694610666893316
118,0.17527670690312214,0.22841849149693366,0.21662746686493864,0.20622759075412847,0.19781314908909414,0.18952171611215846,0.18272408230620063,0.1791768351178525,0.17831716755771865,0.1814538605955614,0.1887768553600571
