trading_days_to_expiration,-2,-1,0,1,2,3,4,5,6,7,8
4,0.32518961891836634,0.22182222123874396,0.12344944280306723,0.10861246886081115,0.16296221961299368,0.20592927309826417,0.27064241558627783,0.19474638512768871,0.1896310635193703,0.18943165277395174,0.19438672117013917
24,0.2003842526601216,0.17112348788207174,0.14815441777843824,0.137806090016953,0.1324892277752475,0.14364314357300303,0.157375992706246,0.1865911871760018,0.18668389715087277,0.19227911376974002,0.19401679437244457
49,0.3132674897060306,0.2764719970478759,0.2473454844316172,0.21892408214481945,0.19861364133334228,0.18256157759607858,0.1770351281654696,0.17843598922431483,0.1837367307823752,0.1951265747655283,0.19364686757475
103,0.2893103863900472,0.26973918420991555,0.2533790185326341,0.23908662201091607,0.22581292293760769,0.21422601601954708,0.20290158307937567,0.19257822988786788,0.1865841917781635,0.19475664796783373,0.19364686757475
