trading_days_to_expiration,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
5,0.35998091035610424,0.32819241581979125,0.3281739782777267,0.3433232158069895,0.34853499153506157,0.3547043858131274,0.3356073561046243,0.3813269095394116,0.3822708869984117,0.42486801072530517,0.49939907982799303,0.5453863240421147,0.5548800462350472,0.5996005145651475,0.3812875750037194,0.37511640345330427,0.3871842753878104,0.3852751642749088,0.382210374903022,0.3864896703716136
29,0.352033786722026,0.42225540096547076,0.42568915210028996,0.41544710782219174,0.413894450460403,0.40707240346008994,0.41689256442161576,0.4231095887719592,0.4069885871262054,0.40839272658404857,0.41208199291809383,0.4103260455510616,0.40834076395863445,0.4319046901215454,0.3941645762395076,0.39114191825698247,0.4126298972184319,0.4085603843380528,0.4072798006047035,0.4138300617816679
48,0.3440866630879478,0.3949507920689704,0.4149741359660292,0.4778230405889463,0.4531007824648739,0.4052236331737424,0.40692117433591535,0.4150406947293796,0.4066211581296551,0.3911915348800278,0.4012672343845628,0.4020938454096407,0.40249944176880026,0.4080100850632846,0.40704157747529585,0.40716743306066067,0.43807551904905334,0.43184560440119674,0.4323492263063849,0.44117045319172227
111,0.3361395394538695,0.36684794028405476,0.36109987336082267,0.3752936152323418,0.3741771870432047,0.37832274618010986,0.36489452969464753,0.37975069507126147,0.3661636928998541,0.3681013243625748,0.3667754001979951,0.3687080288847871,0.36062861784073386,0.3684105737679312,0.35909088864962607,0.361738653557189,0.3619899442117649,0.3571409492013406,0.35914927896155924,0.3581948386525225
