trading_days_to_expiration,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
4,0.5124037185423053,0.44292503944614814,0.364021843243581,0.20345507180252143,0.15856818378626364,0.15133592070292612,0.19166057991360438,0.26541584949551944,0.3409991415743113,0.42985532281715816,0.444058207496419,0.28252677814806915,0.28862064673232135,0.3304815682097334,0.3556847899944919,0.377376131463105,0.3873647642072219,0.4023259633014851,0.4196478945034071
24,0.47941344579629097,0.4152179793207298,0.3550158028749211,0.3044975226896219,0.26325367453089754,0.2400806320575603,0.22637025703987426,0.23536634904505396,0.2423272838563287,0.27471700780129127,0.2831337114967694,0.3013982607280761,0.31357620896338884,0.33611668795851496,0.36220749067315083,0.3824323450597564,0.3890089039230437,0.4067649830942989,0.42394219830644314
83,0.3713872931825578,0.34279741265623687,0.32004452573676456,0.30160065356000193,0.2854906957015553,0.2706200940755599,0.262589067764036,0.25482345270837714,0.25051982517220706,0.25001275632297193,0.24947945347801842,0.25105071606887813,0.3192113287121704,0.3426393886371739,0.3672637042698022,0.3840764847755782,0.3934479237158575,0.41105928689733495,0.42394219830644314
143,0.407156166314353,0.3465687345906372,0.3273552091077731,0.31845119833434843,0.3061161409756525,0.29502427856077096,0.28497248526433344,0.278190283876405,0.2712679664534143,0.2669751475469921,0.2636552955680622,0.26366508450125387,0.3248464484609519,0.3491620893158329,0.3723199178664536,0.38572062449140004,0.3978869435086713,0.41535359070037103,0.42394219830644314
