trading_days_to_expiration,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
4,0.3068280036156518,0.15471928157165415,0.11829207282754381,0.1294350066219013,0.17468052054761765,0.21749396536298332,0.2691172932416426,0.2981790770387341,0.34688704631546474,0.39606613995785117,0.20623003811109897,0.21979462025238908,0.23314901753261305,0.25365475207240984,0.2838234688733865,0.2975829432933167,0.3106098632352349,0.33012758026195255,0.3522991898575588
29,0.2688008231046524,0.25394363759913274,0.19099098213795163,0.17617285514668382,0.16754467923607763,0.16645062088512297,0.1721526796368434,0.17872073434340266,0.19458795806487622,0.21108174356094198,0.21929836345762063,0.23484355709572563,0.25283973331121123,0.2755310774726642,0.28658759934029393,0.3012480579443243,0.31373046499887175,0.33559328534964616,0.35786782469352973
88,0.230773642593653,0.19109099080178188,0.173940503516494,0.16953182859506175,0.16665999393002998,0.16488862482723488,0.16623280700825635,0.16862014908176798,0.17294593391287177,0.1800933874180556,0.189696746565716,0.1937675859754167,0.20990210127190104,0.27829520793957163,0.29025271399130154,0.3043686597079612,0.31919617008656537,0.3411619201856171,0.35786782469352973
148,0.19274646208265356,0.17381523292477907,0.1639356632367239,0.16176405526211624,0.16023105346219876,0.15946322234628502,0.16072161274926014,0.16253128468135838,0.16706080543024812,0.19316171276457728,0.20474568340905255,0.2134583017540149,0.23177842667215542,0.28105933840647906,0.2939178286423091,0.30748926147159805,0.32466187517425893,0.34673055502158795,0.35786782469352973
