trading_days_to_expiration,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
13,0.28764644665693556,0.26024411511652196,0.26890545207456995,0.19029918152917527,0.1727648272699053,0.15476887979144477,0.14130060341132553,0.13892303088820057,0.1406534119491086,0.15021415813951272,0.14041416385184624,0.14000379755599998,0.1421958016178598,0.14511234431779524,0.1541596048615985,0.18014907779164818,0.20165186262688106,0.16183063157149574,0.16261228255179455,0.1658356009019886,0.16766853430237583,0.17244264104994908,0.1738576086941096,0.19073020642774588,0.20299141374932073
33,0.2807958637718322,0.21413531284866077,0.22072819509624564,0.1757242376030357,0.22506471175796633,0.17360246008403202,0.16019861521339984,0.1472170628371692,0.14532339550751963,0.14394911556851187,0.14352448286320033,0.1456933165432242,0.14834009777447027,0.15310577374324855,0.16379955760786408,0.16814330352337714,0.17853099447245485,0.15940037849985997,0.15995002546602524,0.16617560438559018,0.16761219294899,0.17423881501893987,0.17948626631456607,0.19353784767410756,0.20631437616374648
53,0.27394528088672876,0.16802651058079957,0.17255093811792135,0.16114929367689615,0.1593346633046554,0.1553879483988042,0.15577162012680343,0.15275590758990018,0.15003962612516977,0.15066454104717983,0.1508227923890837,0.15153454334619837,0.1518877359202839,0.1535652893102268,0.1541866252710121,0.15613752925510607,0.1554101263180286,0.15697012542822422,0.15728776838025593,0.16651560786919176,0.16755585159560413,0.17603498898793069,0.18511492393502252,0.19634548892046924,0.2096373385781722
113,0.26709469800162533,0.21846598132768474,0.1759264846214561,0.17333655423877373,0.1700785251739698,0.17046358670996842,0.1676253220581506,0.1646496124549497,0.1624965168555114,0.16240419680402635,0.16299968056400063,0.1625221652160648,0.16377499304011076,0.16340237463473595,0.16526842768270542,0.16371325130153522,0.1642608846431315,0.16527453963756386,0.165495597418387,0.1677248756557617,0.17064646708095826,0.16822895107365315,0.1879225651813842,0.19966845133489497,0.2096373385781722
