trading_days_to_expiration,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9
10,0.3186458659358567,0.3129194951365607,0.24923319149822679,0.23932776081281848,0.22895050437479003,0.20956489329023018,0.19230477453419995,0.16866106217526677,0.17800500012676887,0.1609003595365607,0.1633202666153229,0.1597355687710045,0.1772768321356758,0.19756152002342156,0.2379233704199112,0.27130370530747916,0.31147631115198426,0.3373137254739851,0.38289293124285545
29,0.28684388448840714,0.2571692287713052,0.2582267867976105,0.23356664577878875,0.23756229760472078,0.21420198089687767,0.2143894850841877,0.20143881815449627,0.20131366102021442,0.19579671276623267,0.19175846561021942,0.1901108345684997,0.18335868520061877,0.19330643397013175,0.2123032322604706,0.23391304436125138,0.31793566473248447,0.3487085269162027,0.38289293124285545
64,0.2570550621958305,0.24613509066691758,0.2451779141682228,0.23197697289877386,0.23284188401878994,0.22230785212795706,0.22388449437474398,0.21210110313776365,0.2133268048410298,0.20839062714677908,0.20654222471648728,0.19925782373631432,0.18944053826556173,0.18905134791684192,0.18668309410102996,0.1965223834150236,0.3243950183129847,0.3601033283584203,0.38289293124285545
129,0.2849872786661956,0.2619282548566742,0.24862528949334403,0.2472700259308404,0.2418494883931263,0.23884891117706947,0.23399574647494725,0.23095308749541935,0.2279198168760277,0.22672978321969695,0.22075746494798443,0.21850876418583665,0.2156629830911182,0.21128591351521833,0.20411934432221435,0.25399934728350393,0.3308543718934849,0.37149812980063784,0.38289293124285545
